GeneName	4R07C00CMN09NSFBV	4R08C69DMN09NSFBV	4R16C59DMN09NSFBV	FN_2R14C31CMN09NSFBV	FN_2R25C06CMN09NSFBV	FN_6R42C96DMN09NSFBV	M92-220-01	M92-220-02	M92-220-05	M92-220-06	M92-220-07
GmISU01.14G106200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G106900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107200	1	1	2	0	0	1	1	2	0	0	1
GmISU01.14G107300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107733	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107766	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G107900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108250	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G108900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109366	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109432	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109700	0	0	0	0	0	0	1	0	0	0	0
GmISU01.14G109800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G109900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110100	0	3	0	1	1	4	0	3	0	2	0
GmISU01.14G110200	0	0	0	0	0	0	0	0	1	0	0
GmISU01.14G110300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110650	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G110900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G111900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112050	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G112900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G113900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G114700	0	0	0	0	0	2	0	0	1	1	0
GmISU01.14G114900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115400	1	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G115900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116200	0	1	0	0	0	0	0	0	0	1	0
GmISU01.14G116300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G116900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117000	5	0	0	0	1	7	5	1	1	4	2
GmISU01.14G117050	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G117800	0	0	0	0	0	0	0	3	0	2	3
GmISU01.14G117900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118150	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G118900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G119950	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120150	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120650	4	1	2	1	0	4	6	0	1	3	2
GmISU01.14G120700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G120900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121350	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G121900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122433	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122466	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122500	0	0	0	0	1	2	1	0	0	0	1
GmISU01.14G122600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G122900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123550	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123600	26	4	4	3	0	29	24	24	60	39	32
GmISU01.14G123700	3	1	1	1	0	7	4	5	6	4	1
GmISU01.14G123800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G123900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124450	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124500	0	0	0	0	0	0	0	0	1	0	1
GmISU01.14G124600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G124900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G125900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126500	0	0	0	0	0	1	0	0	0	0	0
GmISU01.14G126700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G126900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G127900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128000	0	0	0	0	0	0	1	0	0	0	0
GmISU01.14G128100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128500	11	25	4	14	5	13	21	15	9	11	17
GmISU01.14G128600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G128900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129100	0	0	0	0	0	0	0	1	0	0	0
GmISU01.14G129200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129500	0	0	0	0	0	0	0	0	0	1	0
GmISU01.14G129600	2	1	0	1	0	1	2	0	1	0	1
GmISU01.14G129700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G129900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G130900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G131900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G132900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G133900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G134900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135600	0	0	0	0	0	0	0	0	2	0	0
GmISU01.14G135700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G135900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G136700	0	0	0	0	0	0	0	1	0	0	0
GmISU01.14G136800	1	1	0	1	0	1	0	3	4	4	2
GmISU01.14G136900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137200	0	8	2	7	3	2	7	8	5	6	6
GmISU01.14G137300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137400	22	73	32	31	15	26	70	52	14	10	17
GmISU01.14G137500	0	2	0	1	0	1	3	0	0	0	2
GmISU01.14G137600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G137800	0	0	0	0	0	0	1	0	0	1	1
GmISU01.14G137900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138000	0	0	1	0	0	0	0	0	0	0	0
GmISU01.14G138100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G138600	0	0	0	0	0	1	0	0	0	0	0
GmISU01.14G138700	0	1	3	2	1	7	3	2	3	2	3
GmISU01.14G138800	2	1	3	2	0	0	1	0	1	1	0
GmISU01.14G138900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G139900	1	0	0	0	0	1	0	0	0	0	0
GmISU01.14G140000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140200	3	4	3	7	1	2	3	4	0	2	1
GmISU01.14G140300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G140900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141000	27	5	31	44	14	43	24	29	63	72	40
GmISU01.14G141100	1	0	4	2	0	0	1	1	0	1	1
GmISU01.14G141200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141500	0	0	0	0	0	0	0	0	2	0	2
GmISU01.14G141600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141700	0	1	0	2	0	1	0	1	1	0	0
GmISU01.14G141800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G141900	0	1	0	0	0	0	0	0	0	0	0
GmISU01.14G142000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G142800	13	28	14	26	6	13	37	33	5	11	17
GmISU01.14G142900	4	4	7	15	2	6	5	3	7	11	6
GmISU01.14G143000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G143100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G143200	9	4	6	4	2	4	7	7	3	9	5
GmISU01.14G143300	0	0	0	0	0	0	0	2	2	0	0
GmISU01.14G143400	0	0	0	0	0	1	0	0	0	1	0
GmISU01.14G143500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G143600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G143700	0	0	0	0	0	1	0	0	1	0	1
GmISU01.14G143800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G143900	0	1	0	1	0	0	2	2	0	0	3
GmISU01.14G144000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144100	55	94	82	111	38	79	120	82	158	126	121
GmISU01.14G144200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144300	0	1	0	0	0	0	0	1	0	0	0
GmISU01.14G144400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G144900	1	2	1	1	1	0	4	1	0	4	0
GmISU01.14G145000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145400	0	0	1	0	0	0	0	1	0	1	1
GmISU01.14G145500	0	0	0	0	0	0	0	0	0	0	1
GmISU01.14G145600	1	0	2	0	1	0	2	4	2	0	1
GmISU01.14G145700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G145900	0	0	0	0	0	0	0	1	0	0	0
GmISU01.14G146000	22	69	54	54	20	14	97	67	0	2	2
GmISU01.14G146100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G146200	722	1374	809	1001	310	709	1649	1322	211	219	324
GmISU01.14G146300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G146400	0	5	2	1	0	3	2	3	23	20	11
GmISU01.14G146500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G146600	2	0	0	0	0	1	0	4	0	2	0
GmISU01.14G146700	2	0	5	4	3	1	0	1	0	0	0
GmISU01.14G146800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G146900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.14G147000	1	0	0	0	0	0	0	0	0	1	0
GmISU01.14G147100	0	0	0	0	0	0	0	0	0	0	0
