GeneName	4R07C00CMN09NSFBV	4R08C69DMN09NSFBV	4R16C59DMN09NSFBV	FN_2R14C31CMN09NSFBV	FN_2R25C06CMN09NSFBV	FN_6R42C96DMN09NSFBV	M92-220-01	M92-220-02	M92-220-05	M92-220-06	M92-220-07
GmISU01.02G109000	7	8	2	11	4	1	14	9	4	6	2
GmISU01.02G109100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109301	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G109900	17	26	29	47	19	41	43	53	31	38	36
GmISU01.02G110000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110200	0	0	0	0	0	0	0	0	0	0	1
GmISU01.02G110300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G110900	0	0	1	0	0	0	1	0	0	0	0
GmISU01.02G111000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111100	1	0	0	3	0	0	0	1	0	1	0
GmISU01.02G111200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111300	0	0	0	0	0	0	0	0	1	0	0
GmISU01.02G111400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G111950	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G112000	4	3	4	2	1	2	1	5	1	2	3
GmISU01.02G112100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G112200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G112300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G112400	0	1	0	0	0	0	0	0	0	0	0
GmISU01.02G112500	3	4	1	0	1	0	0	0	1	1	0
GmISU01.02G112600	0	0	0	0	0	0	0	1	0	0	0
GmISU01.02G112700	0	0	0	0	0	0	0	1	0	0	0
GmISU01.02G112800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G112900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113300	41	92	87	83	34	43	86	87	36	28	35
GmISU01.02G113400	0	0	0	0	0	0	0	0	1	0	0
GmISU01.02G113500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G113700	1	0	2	0	0	2	0	0	0	1	0
GmISU01.02G113800	0	0	0	0	0	0	0	0	0	1	0
GmISU01.02G113900	0	0	0	0	0	0	0	1	0	0	0
GmISU01.02G114000	0	0	0	0	0	0	0	0	1	0	0
GmISU01.02G114100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114300	0	0	1	0	0	0	1	0	0	0	0
GmISU01.02G114400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G114900	0	2	2	1	0	0	4	0	0	0	0
GmISU01.02G115000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G115100	31	66	33	53	13	24	39	46	11	21	15
GmISU01.02G115200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G115300	1	1	1	0	0	1	1	1	0	0	0
GmISU01.02G115400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G115566	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G115600	89	150	96	171	52	92	158	178	89	91	89
GmISU01.02G115832	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G116000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G116100	1	3	4	1	2	2	3	2	6	4	5
GmISU01.02G116300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G116400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G116800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G116950	0	0	0	1	0	0	0	0	0	0	0
GmISU01.02G117100	0	0	0	1	0	1	0	0	0	0	0
GmISU01.02G117300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G117400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G117450	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G117500	2	1	2	5	2	2	2	1	8	18	10
GmISU01.02G117600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G117700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G117800	14	16	11	20	8	18	14	19	14	10	21
GmISU01.02G117900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118600	32	61	74	95	14	44	58	47	39	71	64
GmISU01.02G118700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G118900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G119000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G119100	0	0	1	1	0	1	1	0	0	1	0
GmISU01.02G119200	0	0	0	0	0	0	0	1	0	0	0
GmISU01.02G119300	0	0	0	0	0	0	2	0	0	1	0
GmISU01.02G119400	0	0	0	0	0	0	0	0	0	0	1
GmISU01.02G119500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G119600	29	38	39	60	21	37	55	44	32	25	36
GmISU01.02G119700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G119800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G119900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120100	0	0	0	1	0	0	0	0	0	0	0
GmISU01.02G120200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120600	9	8	4	5	1	1	13	11	6	9	7
GmISU01.02G120700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G120900	5	5	4	6	0	2	3	2	5	3	3
GmISU01.02G121000	1	0	0	1	0	0	0	0	0	0	0
GmISU01.02G121100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G121200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G121300	6	3	4	5	1	1	5	4	3	6	6
GmISU01.02G121400	4	6	2	16	5	4	2	1	1	1	4
GmISU01.02G121500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G121600	248	587	395	437	155	210	593	607	134	125	252
GmISU01.02G121700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G121800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G121900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122600	0	2	0	0	0	0	0	0	0	0	0
GmISU01.02G122700	2	0	2	5	0	0	0	1	0	1	0
GmISU01.02G122800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G122900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123350	7	7	15	7	2	5	19	6	9	11	7
GmISU01.02G123400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123600	0	0	0	0	0	0	0	1	0	0	0
GmISU01.02G123700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G123900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G124000	5	11	11	6	1	3	16	12	1	1	2
GmISU01.02G124100	21	9	12	13	2	11	20	25	10	7	12
GmISU01.02G124200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G124300	3	3	1	4	0	3	3	2	3	5	2
GmISU01.02G124400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G124500	0	0	1	3	1	2	2	2	0	4	8
GmISU01.02G124600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G124700	0	0	0	1	0	0	0	0	0	0	1
GmISU01.02G124800	3	11	8	13	5	5	3	10	13	5	5
GmISU01.02G124850	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G124900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G125800	9	10	10	9	3	13	11	11	12	6	9
GmISU01.02G125900	9	17	12	24	7	26	28	21	18	16	17
GmISU01.02G126000	0	0	0	0	0	0	1	0	0	0	0
GmISU01.02G126100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G126200	35	101	63	77	27	38	89	82	20	24	34
GmISU01.02G126300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G126400	0	0	1	1	0	1	0	1	1	0	0
GmISU01.02G126500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G126600	7	11	13	15	1	7	9	1	5	6	4
GmISU01.02G126700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G126800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G126900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127250	0	0	0	0	0	0	0	0	0	0	1
GmISU01.02G127300	0	0	0	1	0	0	0	1	1	2	0
GmISU01.02G127400	111	121	147	190	50	253	192	158	609	507	488
GmISU01.02G127500	5	11	4	16	0	10	3	5	14	18	6
GmISU01.02G127600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G127900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128200	2	1	1	4	0	4	1	0	0	0	0
GmISU01.02G128300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128400	0	0	0	0	0	3	0	0	0	0	0
GmISU01.02G128500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G128800	2	2	2	1	0	1	1	0	1	0	1
GmISU01.02G128900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G129000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G129100	0	0	0	0	0	0	1	0	0	0	0
GmISU01.02G129200	7	5	6	3	5	5	13	8	1	0	3
GmISU01.02G129300	11	15	16	19	3	35	14	14	12	18	13
GmISU01.02G129400	28	71	73	49	17	60	78	68	54	58	36
GmISU01.02G129500	1	0	4	4	1	0	1	1	1	3	2
GmISU01.02G129600	0	0	0	2	0	1	0	0	0	0	0
GmISU01.02G129700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G129800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G129900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G130000	17	31	19	34	10	23	38	34	18	17	23
GmISU01.02G130100	0	0	0	0	0	0	1	0	1	0	1
GmISU01.02G130200	0	0	1	0	2	4	1	0	0	0	0
GmISU01.02G130300	0	0	0	1	0	0	0	0	0	0	0
GmISU01.02G130400	2	8	10	16	9	1	16	11	3	0	5
GmISU01.02G130500	1	3	7	5	1	1	2	2	4	1	7
GmISU01.02G130600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G130700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G130800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G130900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131200	0	0	0	1	0	0	0	0	0	0	0
GmISU01.02G131300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131500	1	6	0	0	0	3	1	2	1	1	0
GmISU01.02G131600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G131700	240	307	282	397	99	295	389	364	257	259	301
GmISU01.02G131800	0	0	1	0	0	0	0	1	0	3	2
GmISU01.02G131900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132400	3	9	7	9	1	17	18	7	69	29	9
GmISU01.02G132500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132701	0	0	0	0	1	0	1	0	1	0	0
GmISU01.02G132800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G132900	21	34	22	42	9	21	46	48	41	26	26
GmISU01.02G133000	0	0	0	1	0	0	0	0	0	0	0
GmISU01.02G133100	0	0	1	0	0	0	0	0	0	0	0
GmISU01.02G133200	0	1	0	0	0	0	2	0	0	0	0
GmISU01.02G133300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G133400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G133500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G133600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G133700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G133800	13	19	11	17	7	29	18	25	239	171	90
GmISU01.02G133900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134150	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134401	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G134700	51	136	127	142	29	70	137	154	42	42	50
GmISU01.02G134800	3	4	7	5	2	1	2	3	0	0	0
GmISU01.02G134900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G135900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136100	0	0	0	1	0	0	0	0	0	0	1
GmISU01.02G136200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G136800	0	0	0	0	0	0	0	0	0	0	1
GmISU01.02G136900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G137900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G138900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G139900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140150	1	0	0	0	0	1	0	0	0	0	0
GmISU01.02G140200	0	1	1	2	0	1	0	1	0	2	0
GmISU01.02G140300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140500	5	7	6	6	6	10	11	10	23	13	13
GmISU01.02G140600	0	0	0	0	0	0	0	0	0	0	1
GmISU01.02G140700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G140900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141500	14	27	16	25	10	17	34	28	14	16	16
GmISU01.02G141600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G141900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G142900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G143900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144050	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144350	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144500	0	0	1	1	0	1	0	0	2	1	0
GmISU01.02G144600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G144950	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145550	0	1	0	0	0	0	0	1	0	0	0
GmISU01.02G145600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G145900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146500	1	0	0	0	0	0	0	3	2	0	0
GmISU01.02G146600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146933	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G146966	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147750	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G147900	0	1	3	3	0	4	4	3	1	0	0
GmISU01.02G148000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G148900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149400	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149500	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149600	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149700	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149800	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G149900	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G150000	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G150100	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G150200	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G150300	0	0	0	0	0	0	0	0	0	0	0
GmISU01.02G150400	0	0	0	0	0	0	0	0	0	0	0
