genes	X4R07C00CMN09NSFBV	X4R08C69DMN09NSFBV	X4R16C59DMN09NSFBV	FN_2R14C31CMN09NSFBV	FN_2R25C06CMN09NSFBV	FN_6R42C96DMN09NSFBV	M92.220.01	M92.220.02	M92.220.05	M92.220.06	M92.220.07
GmISU01.01G024500.v2.1	10.0888953990101	9.1586511170846	10.0622177538556	10.2346734875671	9.87440928193556	10.9400570773506	9.80400918503634	9.82275582183373	12.7031958496605	12.4721501595836	12.0490535577561
GmISU01.01G025800.v2.1	7.19534900861741	6.60661779583329	6.94685230000575	7.38589998679918	7.33190185627491	7.52210916061388	6.96952415612799	6.72801876958592	8.05106777418781	7.90793149917806	8.00774177730512
GmISU01.01G026500.v2.1	5.48577278460783	5.61096001777897	5.49335403154403	4.80663590343896	6.03618061221002	6.14862764274066	6.17906880861471	5.75456841635209	5.3188801078241	5.36751679251594	5.72929719469765
GmISU01.01G026800.v2.1	7.90855291434235	8.07676886485032	8.31822302157911	8.05094403593939	8.19460764357869	7.80431355935352	8.33037923344583	8.533570506763	7.93002192759125	8.04056292397636	7.99624280321362
GmISU01.01G026900.v2.1	5.6486373087024	5.07880397440642	6.42905854852385	5.87269256296965	5.56796422686696	6.7058100553193	6.12405252013807	5.94062174709556	7.82831015442891	7.51061890089849	7.15941130720991
GmISU01.01G027600.v2.1	4.37240906626397	4.56959492945012	4.29216989968491	4.34581815035171	4.62663362854934	4.22422209472248	3.51825583841746	4.19517219638188	4.38834362198216	4.77653512669992	5.48792129562677
GmISU01.01G027900.v2.1	7.48132746136166	7.6652340272895	7.58423709972494	7.26191220464028	7.81228247324336	7.29133121541314	7.68160554698786	7.72473087123594	6.6664576648273	6.72844769206781	6.78479337388121
GmISU01.01G028400.v2.1	4.54780874336661	0.977384054633652	1.97342050411818	1.80707174710563	0.977384054633652	3.85897457541598	2.22650957483033	2.68429760172033	2.11788123993789	0.977384054633652	3.60706204144222
GmISU01.01G028600.v2.1	5.98991226448969	6.89758744799451	6.36195296616844	6.9588724807923	7.06424299960656	5.70413277803864	6.35661350753275	7.11587583027182	2.74679177032776	2.09813502873131	2.0043793084403
GmISU01.01G029200.v2.1	5.30215498451783	5.56064360389476	5.77708521058769	5.15535068615076	6.03618061221002	6.19051828813186	6.0072953480186	5.79374816872876	6.79526853114438	7.47355404987263	6.61474672279057
GmISU01.01G029600.v2.1	2.8726561438952	0.977384054633652	1.97342050411818	0.977384054633652	0.977384054633652	2.62041231970179	1.73311470228689	2.98439606031955	0.977384054633652	2.72120178055425	2.0043793084403
GmISU01.01G030300.v2.1	5.98991226448969	5.79632168163544	5.87660193560829	5.94615324831218	5.93259109258682	6.67662949899586	6.38028322277749	6.43772410180958	7.54657811830331	7.58200864846861	6.75780796472716
GmISU01.01G030500.v2.1	6.65879237636403	6.50384639751228	6.64202744441424	7.17290792117118	6.22340504874172	6.27081813971505	5.36737126570241	5.34382355075428	7.14870340564159	7.03867807224158	6.70227396807367
GmISU01.01G030600.v2.1	3.32217901439923	4.09128938824999	3.77793763697169	3.66469205342074	3.96435749338276	4.22422209472248	4.47911585618554	3.93972015443948	4.68288633626557	3.15492053076738	4.34754571263907
GmISU01.01G030900.v2.1	0.977384054633652	0.977384054633652	1.97342050411818	1.80707174710563	0.977384054633652	2.62041231970179	2.59348740400748	2.98439606031955	2.11788123993789	0.977384054633652	2.0043793084403
GmISU01.01G031100.v2.1	5.98991226448969	1.86553557640773	2.55705939782261	3.26618640158959	2.70393782647784	5.22889569122364	3.82465512956352	3.93972015443948	6.14460248824188	5.59162437278191	5.48792129562677
GmISU01.01G031500.v2.1	0.977384054633652	2.8061820280856	0.977384054633652	2.71372990914431	0.977384054633652	3.04254643194337	2.22650957483033	0.977384054633652	2.11788123993789	0.977384054633652	0.977384054633652
