GeneName	Bert-01	Bert-02	Bert-03	Bert-04	Bert-05	WTP0579-16	WTP0579-18	WTP0579-26	WTP0579-32
GmISU01.02G077700	0	0	0	1	0	0	0	0	0
GmISU01.02G077800	20	36	25	11	15	21	19	21	9
GmISU01.02G077900	0	0	0	0	0	0	0	0	0
GmISU01.02G078000	2	5	8	0	2	0	3	4	7
GmISU01.02G078100	0	0	0	0	1	1	0	0	0
GmISU01.02G078200	0	0	0	0	0	0	0	0	0
GmISU01.02G078300	25	28	21	4	39	24	28	19	31
GmISU01.02G078400	0	0	0	0	0	0	0	0	0
GmISU01.02G078500	0	0	0	0	0	0	0	0	0
GmISU01.02G078600	0	0	0	0	0	0	0	0	0
GmISU01.02G078700	1	1	0	0	1	0	0	0	1
GmISU01.02G078800	0	0	0	0	0	1	0	0	0
GmISU01.02G078900	0	0	0	0	0	0	0	0	0
GmISU01.02G079000	0	0	0	0	0	0	0	1	0
GmISU01.02G079100	0	0	0	0	0	0	0	0	0
GmISU01.02G079200	0	0	0	0	0	0	0	0	0
GmISU01.02G079300	0	0	0	0	0	0	0	0	0
GmISU01.02G079400	0	0	2	0	0	1	0	1	0
GmISU01.02G079500	0	0	0	0	0	0	0	0	1
GmISU01.02G079600	105	115	102	57	127	115	142	95	122
GmISU01.02G079700	0	0	0	0	0	0	0	0	0
GmISU01.02G079800	0	0	0	0	0	0	0	0	0
GmISU01.02G079850	0	0	0	0	0	0	0	0	0
GmISU01.02G079900	0	0	0	0	0	0	0	0	0
GmISU01.02G080000	0	0	0	0	0	0	0	0	0
GmISU01.02G080100	0	0	0	0	0	0	0	0	1
GmISU01.02G080200	1	2	0	0	4	0	1	0	0
GmISU01.02G080300	0	0	0	0	0	0	0	0	0
GmISU01.02G080400	0	0	0	0	0	0	0	0	0
GmISU01.02G080500	0	0	0	0	0	0	0	0	0
GmISU01.02G080600	0	0	0	0	0	0	0	0	0
GmISU01.02G080800	0	0	0	0	0	0	0	0	0
GmISU01.02G080900	0	0	0	0	0	0	0	0	0
GmISU01.02G081000	0	0	0	0	0	0	0	0	0
GmISU01.02G081100	0	0	0	0	0	0	0	0	0
GmISU01.02G081200	16	21	22	14	11	13	17	25	9
GmISU01.02G081300	0	0	0	0	0	0	0	0	0
GmISU01.02G081400	0	0	0	0	0	0	0	0	0
GmISU01.02G081500	3	0	6	4	1	6	1	4	2
GmISU01.02G081600	0	0	0	1	0	0	0	0	0
GmISU01.02G081700	0	0	0	0	0	0	0	0	0
GmISU01.02G081800	0	0	0	0	0	0	0	0	0
GmISU01.02G081900	0	0	0	0	0	0	1	0	0
GmISU01.02G082000	0	0	0	0	0	0	0	0	0
GmISU01.02G082100	30	39	14	30	44	31	44	51	21
GmISU01.02G082200	148	177	140	116	212	129	142	127	136
GmISU01.02G082300	0	0	0	0	0	0	0	0	0
GmISU01.02G082400	0	0	0	0	0	0	1	0	0
GmISU01.02G082500	0	0	0	0	0	0	0	0	0
GmISU01.02G082600	0	0	0	0	0	0	0	0	0
GmISU01.02G082700	0	0	0	0	0	0	0	0	0
GmISU01.02G082800	0	3	0	1	2	5	1	0	0
GmISU01.02G082900	0	0	0	0	0	0	0	0	0
GmISU01.02G083000	0	0	0	0	0	0	0	0	0
GmISU01.02G083100	0	0	0	0	0	0	1	0	0
GmISU01.02G083200	370	700	670	224	435	421	446	396	390
GmISU01.02G083300	0	0	0	0	0	0	0	0	0
GmISU01.02G083400	0	1	2	2	0	0	0	0	0
GmISU01.02G083500	0	0	0	0	0	0	0	0	0
GmISU01.02G083600	0	0	0	0	0	0	0	0	0
GmISU01.02G083800	0	1	0	0	0	0	1	1	0
GmISU01.02G083900	0	0	0	0	0	0	0	0	0
GmISU01.02G084000	0	0	0	0	0	0	0	2	0
GmISU01.02G084100	0	0	0	0	0	0	0	0	0
GmISU01.02G084150	1	0	0	3	1	1	3	3	0
GmISU01.02G084200	0	0	0	0	0	0	0	0	0
GmISU01.02G084300	0	0	0	0	0	0	0	0	0
GmISU01.02G084400	0	0	0	0	0	0	0	0	0
GmISU01.02G084500	0	0	0	0	0	0	0	0	0
GmISU01.02G084600	116	311	81	110	148	89	88	129	147
GmISU01.02G084700	0	0	0	0	0	1	0	0	1
GmISU01.02G084800	0	0	0	0	0	0	0	0	0
GmISU01.02G084900	0	0	0	0	0	0	0	0	0
GmISU01.02G085000	10	8	5	16	18	4	10	8	5
GmISU01.02G085100	0	1	0	0	1	1	0	0	0
GmISU01.02G085200	0	0	0	0	0	0	0	0	0
GmISU01.02G085300	0	0	2	0	0	0	0	1	0
GmISU01.02G085400	0	0	0	0	0	0	0	0	0
GmISU01.02G085500	5	17	0	1	6	4	3	4	5
GmISU01.02G085600	97	67	30	118	100	109	129	100	79
GmISU01.02G085700	0	0	0	0	0	0	0	0	0
GmISU01.02G085800	0	0	0	0	0	0	0	0	0
GmISU01.02G085900	0	0	0	0	0	0	0	0	0
GmISU01.02G086000	2	7	10	1	2	5	3	2	4
GmISU01.02G086100	0	0	0	0	0	0	0	0	0
GmISU01.02G086200	0	0	1	0	0	0	0	0	0
GmISU01.02G086300	0	0	0	0	0	0	0	0	0
GmISU01.02G086400	0	0	0	0	0	0	0	0	0
GmISU01.02G086500	0	0	0	0	0	0	0	0	0
GmISU01.02G086600	0	1	5	0	0	0	0	0	1
GmISU01.02G086700	0	0	0	0	0	0	0	0	0
GmISU01.02G086800	0	0	0	0	1	0	0	0	0
GmISU01.02G086900	0	0	0	0	0	0	0	0	0
GmISU01.02G087000	0	0	0	0	0	0	0	2	0
GmISU01.02G087100	0	0	0	0	0	0	0	0	0
GmISU01.02G087200	0	0	0	0	0	0	0	0	0
GmISU01.02G087300	2	4	10	7	8	5	15	10	4
GmISU01.02G087400	0	0	0	0	0	0	0	0	0
GmISU01.02G087500	0	0	0	0	0	0	0	0	0
GmISU01.02G087600	6	9	0	4	5	1	3	2	2
GmISU01.02G087700	0	0	0	0	0	0	0	0	0
GmISU01.02G087800	3	3	8	5	3	2	5	2	3
GmISU01.02G087900	0	0	0	0	0	0	0	0	0
GmISU01.02G088000	0	0	0	0	0	0	0	0	0
GmISU01.02G088100	0	0	0	0	0	0	0	0	0
GmISU01.02G088200	0	0	0	0	0	0	1	0	0
GmISU01.02G088300	1	0	0	0	0	0	0	0	1
GmISU01.02G088400	0	0	0	0	0	0	0	0	0
GmISU01.02G088500	5	3	5	3	7	10	7	5	19
GmISU01.02G088600	0	0	0	0	0	0	0	0	0
GmISU01.02G088700	0	0	0	0	0	0	0	0	0
GmISU01.02G088800	0	0	0	0	0	0	0	0	0
GmISU01.02G088900	0	0	0	0	0	0	0	0	0
GmISU01.02G089000	2	6	1	10	4	4	4	12	3
GmISU01.02G089100	0	0	0	0	0	0	0	0	0
GmISU01.02G089200	0	0	0	0	0	0	0	0	0
GmISU01.02G089300	0	0	0	0	0	0	0	0	0
GmISU01.02G089400	1	0	6	1	2	4	4	3	1
GmISU01.02G089500	0	0	0	0	0	0	0	0	0
GmISU01.02G089600	0	0	0	0	0	0	0	0	0
GmISU01.02G089700	0	0	0	0	0	0	0	0	0
GmISU01.02G089800	0	0	0	0	0	0	0	0	0
GmISU01.02G089900	0	0	0	0	0	0	0	0	0
GmISU01.02G090000	0	0	0	0	0	0	0	0	0
GmISU01.02G090100	0	0	0	0	0	0	0	0	0
GmISU01.02G090200	0	0	0	0	0	0	0	0	2
GmISU01.02G090300	0	0	0	1	0	0	0	1	0
GmISU01.02G090400	0	0	0	0	0	0	0	0	0
GmISU01.02G090500	0	0	0	0	0	0	0	0	0
GmISU01.02G090600	0	0	0	0	0	0	0	0	0
GmISU01.02G090700	40	30	38	84	69	55	83	53	48
GmISU01.02G090800	0	0	0	0	0	0	0	0	0
GmISU01.02G090900	0	0	0	0	0	0	0	0	2
GmISU01.02G091000	4	14	2	4	5	11	8	4	6
GmISU01.02G091100	0	0	0	0	0	0	0	0	0
GmISU01.02G091200	0	0	0	0	0	0	1	0	0
GmISU01.02G091300	0	0	0	0	0	0	0	0	0
GmISU01.02G091400	0	0	0	0	1	0	0	0	0
GmISU01.02G091500	0	0	0	0	0	0	0	0	0
GmISU01.02G091600	0	0	0	0	0	0	0	0	0
GmISU01.02G091700	0	0	1	0	0	0	0	1	0
GmISU01.02G091800	0	0	0	0	0	0	0	0	0
GmISU01.02G091900	6	15	2	5	9	5	9	3	5
GmISU01.02G092000	7	15	35	3	17	15	15	9	8
GmISU01.02G092100	1	0	0	0	0	0	0	0	2
GmISU01.02G092200	0	0	0	1	0	0	0	0	0
GmISU01.02G092300	0	0	0	0	0	0	0	0	0
GmISU01.02G092400	0	0	0	0	0	0	0	0	0
GmISU01.02G092500	0	0	0	0	0	0	0	0	0
GmISU01.02G092600	0	0	0	0	0	0	0	0	0
GmISU01.02G092700	0	1	0	0	0	1	0	0	0
GmISU01.02G092800	0	0	0	0	0	0	0	0	0
GmISU01.02G092900	2	0	2	1	3	3	2	2	2
GmISU01.02G093000	1	1	3	1	2	1	0	1	1
GmISU01.02G093100	439	888	486	214	451	531	360	468	450
GmISU01.02G093200	24	34	111	11	33	76	60	57	94
GmISU01.02G093300	7	6	16	5	11	6	7	8	7
GmISU01.02G093400	0	0	0	0	0	0	0	0	0
GmISU01.02G093500	0	0	0	0	0	0	0	0	0
GmISU01.02G093600	0	0	0	0	0	0	0	0	0
GmISU01.02G093700	0	0	0	0	0	0	0	0	0
GmISU01.02G093800	0	0	0	0	0	0	0	0	0
GmISU01.02G093850	0	0	0	0	0	0	0	0	0
GmISU01.02G093900	0	0	0	0	0	0	0	0	0
GmISU01.02G094000	0	0	0	0	0	0	0	0	0
GmISU01.02G094100	0	0	0	0	0	0	0	0	0
GmISU01.02G094200	0	0	0	0	0	0	0	0	0
GmISU01.02G094300	0	0	0	0	0	0	0	0	0
GmISU01.02G094400	7	12	11	3	11	5	2	4	9
GmISU01.02G094500	0	0	0	0	0	0	0	0	0
GmISU01.02G094600	0	0	0	0	0	0	0	0	0
GmISU01.02G094700	0	0	5	2	1	0	2	0	3
GmISU01.02G094800	66	121	86	69	72	53	62	49	46
GmISU01.02G094900	0	0	0	0	0	0	0	0	0
GmISU01.02G095000	0	1	0	0	0	0	6	0	1
GmISU01.02G095100	0	0	0	0	0	0	0	0	0
GmISU01.02G095200	1	0	0	0	0	0	0	0	1
GmISU01.02G095300	0	0	0	0	0	0	0	0	0
GmISU01.02G095400	0	0	0	0	0	0	0	0	0
GmISU01.02G095500	0	1	0	0	0	2	0	0	1
GmISU01.02G095600	0	0	0	0	0	0	0	1	0
GmISU01.02G095700	0	1	3	0	0	1	1	1	0
GmISU01.02G095800	0	0	0	0	0	0	0	0	0
GmISU01.02G095900	0	0	0	1	0	0	0	0	0
GmISU01.02G096000	0	0	0	0	0	2	0	0	0
GmISU01.02G096100	6	14	8	6	5	13	11	7	4
GmISU01.02G096200	1	2	7	1	3	5	2	16	1
GmISU01.02G096300	0	0	0	0	0	0	0	0	0
GmISU01.02G096400	3	5	3	8	6	2	10	6	1
GmISU01.02G096500	0	0	1	0	1	0	0	1	0
GmISU01.02G096600	0	0	0	0	0	0	0	0	0
GmISU01.02G096700	0	0	0	0	0	0	0	0	0
GmISU01.02G096800	0	0	0	0	0	0	0	0	0
GmISU01.02G096900	0	0	0	0	0	0	0	0	0
GmISU01.02G097000	1	0	0	0	0	0	0	2	0
GmISU01.02G097100	0	0	0	0	0	0	0	0	0
GmISU01.02G097200	0	0	0	0	0	0	0	0	0
GmISU01.02G097300	0	0	0	0	0	0	0	0	0
GmISU01.02G097400	0	0	0	0	0	0	0	0	0
GmISU01.02G097500	1	0	0	0	0	0	0	0	0
GmISU01.02G097600	0	0	0	0	0	0	0	0	0
GmISU01.02G097700	0	0	0	0	0	0	0	0	0
GmISU01.02G097800	0	0	0	0	0	0	0	0	0
GmISU01.02G097900	0	0	0	0	0	0	0	0	0
GmISU01.02G098000	0	0	0	0	0	0	0	0	0
GmISU01.02G098100	0	0	0	0	0	0	0	0	0
GmISU01.02G098200	0	0	0	0	0	0	0	0	0
GmISU01.02G098300	0	0	0	0	0	0	0	0	0
GmISU01.02G098400	0	0	0	0	0	0	0	0	0
GmISU01.02G098500	5	7	1	2	7	7	1	1	4
GmISU01.02G098600	1	0	2	0	1	3	0	0	0
GmISU01.02G098700	0	0	0	0	0	0	0	0	0
GmISU01.02G098800	0	0	0	0	0	0	0	0	0
GmISU01.02G098900	0	0	0	0	0	0	0	0	0
GmISU01.02G099000	0	0	0	0	0	0	0	0	0
GmISU01.02G099100	0	0	0	0	1	0	0	0	0
GmISU01.02G099150	0	0	0	0	0	0	0	0	0
GmISU01.02G099200	0	0	0	0	0	0	0	0	0
GmISU01.02G099300	0	0	0	0	0	0	0	0	0
GmISU01.02G099400	0	0	0	0	0	0	0	0	0
GmISU01.02G099500	14	31	9	9	24	10	10	24	6
GmISU01.02G099600	0	2	0	0	1	3	2	1	0
GmISU01.02G099700	0	0	0	0	0	0	0	0	0
GmISU01.02G099800	0	0	0	0	1	0	0	0	0
GmISU01.02G099900	0	0	0	0	0	0	0	0	0
GmISU01.02G100000	0	0	0	0	1	0	0	0	0
GmISU01.02G100100	13	9	7	11	18	10	9	6	15
GmISU01.02G100200	0	0	0	0	0	0	0	0	0
GmISU01.02G100300	0	0	0	0	0	0	0	0	0
GmISU01.02G100400	0	0	0	0	0	0	0	0	0
GmISU01.02G100500	0	1	0	1	0	0	0	0	0
GmISU01.02G100600	0	0	0	0	0	0	0	0	0
GmISU01.02G100700	2	8	5	4	4	3	3	1	0
GmISU01.02G100800	0	0	0	0	0	0	0	0	0
GmISU01.02G100900	0	0	0	0	0	0	0	0	0
GmISU01.02G101000	0	0	0	0	0	0	0	0	0
GmISU01.02G101100	0	0	0	0	0	0	0	0	0
GmISU01.02G101200	0	0	0	0	0	0	0	0	0
GmISU01.02G101300	0	0	0	0	0	0	0	0	0
GmISU01.02G101350	0	0	0	0	0	0	0	0	0
GmISU01.02G101400	0	0	0	0	0	0	0	0	0
GmISU01.02G101500	0	0	0	0	0	0	0	0	0
GmISU01.02G101600	0	0	0	0	0	0	0	0	0
GmISU01.02G101700	0	0	0	0	0	0	0	0	0
GmISU01.02G101800	0	0	0	0	0	0	0	0	0
GmISU01.02G101900	0	0	0	0	0	0	0	0	0
GmISU01.02G102000	1	0	1	0	1	0	0	0	0
GmISU01.02G102100	0	0	0	0	0	0	0	0	0
GmISU01.02G102200	0	0	0	0	0	0	0	0	0
GmISU01.02G102300	0	0	0	0	0	0	0	0	0
GmISU01.02G102400	7	3	18	4	12	3	5	8	7
GmISU01.02G102500	0	0	0	0	0	0	0	0	0
GmISU01.02G102600	0	0	4	1	2	1	0	1	2
GmISU01.02G102700	6	13	3	2	8	11	6	8	10
GmISU01.02G102800	0	0	0	0	0	0	0	0	0
GmISU01.02G103000	0	0	0	0	0	0	0	0	0
GmISU01.02G103100	0	0	0	0	0	0	0	0	0
GmISU01.02G103200	0	0	0	0	0	0	0	0	0
GmISU01.02G103300	0	0	0	0	0	0	0	2	0
GmISU01.02G103400	0	0	0	0	0	0	0	0	0
GmISU01.02G103500	0	0	0	0	0	0	0	0	0
GmISU01.02G103600	0	0	0	0	0	0	0	0	0
GmISU01.02G103700	0	0	0	0	0	0	0	0	0
GmISU01.02G103800	0	0	0	0	0	0	0	0	0
GmISU01.02G103900	0	0	0	0	0	0	0	0	0
GmISU01.02G104000	0	0	0	0	0	0	0	0	0
GmISU01.02G104100	0	0	0	0	0	0	0	0	0
GmISU01.02G104200	1	2	0	0	0	0	0	0	0
GmISU01.02G104300	0	0	0	0	0	0	0	0	0
GmISU01.02G104400	0	0	0	0	0	0	0	0	0
GmISU01.02G104500	64	73	66	27	64	61	60	57	47
GmISU01.02G104600	0	0	0	0	0	0	0	0	0
GmISU01.02G104700	0	0	0	0	0	0	0	0	0
GmISU01.02G104800	0	0	0	0	0	0	0	0	0
GmISU01.02G104900	0	0	0	0	0	0	0	0	0
GmISU01.02G105000	0	0	0	0	0	0	0	0	0
GmISU01.02G105100	26	35	13	21	26	17	21	21	14
GmISU01.02G105200	0	0	0	1	0	0	0	0	0
GmISU01.02G105300	0	0	0	0	0	0	0	0	0
GmISU01.02G105400	3	0	3	0	1	0	3	3	1
GmISU01.02G105500	1	0	0	2	7	1	0	0	0
GmISU01.02G105600	0	0	0	0	0	0	0	0	0
GmISU01.02G105700	0	0	0	0	0	0	0	0	0
GmISU01.02G105800	0	0	0	0	0	0	0	0	0
GmISU01.02G105900	0	0	0	0	0	0	1	0	0
GmISU01.02G106000	0	0	0	0	0	0	0	0	0
GmISU01.02G106100	0	0	0	0	0	0	0	0	0
GmISU01.02G106200	0	0	0	0	0	0	0	0	0
GmISU01.02G106300	0	0	0	0	0	0	0	0	0
GmISU01.02G106400	0	0	0	0	0	0	0	0	0
GmISU01.02G106500	0	0	0	0	0	0	0	0	0
GmISU01.02G106600	0	0	0	0	0	0	0	0	0
GmISU01.02G106700	0	0	0	0	0	0	0	0	0
GmISU01.02G106800	0	0	0	0	0	0	0	0	0
GmISU01.02G106900	0	0	0	0	0	0	0	0	0
GmISU01.02G107000	0	0	0	0	0	0	0	0	0
GmISU01.02G107100	0	0	0	0	0	0	0	0	0
GmISU01.02G107200	0	0	0	0	0	0	0	0	0
GmISU01.02G107300	0	0	0	0	0	0	0	0	0
GmISU01.02G107400	0	0	0	0	0	0	0	0	0
GmISU01.02G107500	22	24	12	9	18	15	17	26	19
GmISU01.02G107600	0	0	0	0	0	0	0	0	0
GmISU01.02G107700	0	0	0	0	1	0	0	0	0
GmISU01.02G107800	0	0	0	0	0	0	0	0	0
GmISU01.02G107900	0	0	0	0	0	0	0	0	0
GmISU01.02G108000	0	0	0	0	0	0	1	0	0
GmISU01.02G108100	6	44	19	12	23	13	17	20	39
GmISU01.02G108200	0	0	0	0	0	0	0	0	0
GmISU01.02G108300	0	0	0	0	0	0	0	0	0
GmISU01.02G108400	5	14	5	0	3	6	3	2	2
GmISU01.02G108500	0	0	0	0	0	0	0	0	0
GmISU01.02G108600	6	1	2	1	4	1	3	2	2
GmISU01.02G108700	0	0	0	0	0	1	0	0	0
GmISU01.02G108800	0	0	0	0	0	0	0	0	0
GmISU01.02G108900	0	0	0	0	0	0	0	0	0
GmISU01.02G109000	7	11	8	6	10	12	8	5	6
GmISU01.02G109100	0	0	0	0	0	0	0	0	0
GmISU01.02G109200	0	0	0	0	0	0	0	0	0
GmISU01.02G109301	0	0	0	0	0	0	0	0	0
GmISU01.02G109400	0	0	0	0	0	0	0	0	0
GmISU01.02G109500	0	0	1	0	0	2	0	0	2
GmISU01.02G109600	0	0	0	0	0	0	0	0	0
GmISU01.02G109700	0	0	0	0	0	0	0	0	0
GmISU01.02G109800	0	2	2	0	0	0	0	0	0
GmISU01.02G109900	472	547	313	508	594	500	650	624	729
GmISU01.02G110000	0	0	0	0	0	0	0	0	0
GmISU01.02G110100	0	0	0	0	0	0	0	0	0
GmISU01.02G110200	0	0	2	0	0	0	0	0	0
GmISU01.02G110300	0	0	0	0	0	0	0	0	0
GmISU01.02G110400	0	0	0	0	0	0	0	0	0
GmISU01.02G110500	0	0	0	0	0	0	0	0	0
GmISU01.02G110600	0	0	0	0	0	0	0	0	0
GmISU01.02G110700	0	0	0	0	0	0	0	0	0
GmISU01.02G110800	0	0	0	0	0	0	0	0	0
GmISU01.02G110900	0	0	2	1	0	0	0	0	0
GmISU01.02G111000	0	0	0	0	0	0	0	0	0
GmISU01.02G111100	1	1	0	0	0	1	1	0	0
GmISU01.02G111200	0	0	0	0	0	0	0	0	0
GmISU01.02G111300	0	1	0	0	0	1	1	2	1
GmISU01.02G111400	0	0	0	0	0	0	0	0	0
GmISU01.02G111500	0	0	0	0	0	0	0	0	0
GmISU01.02G111600	0	0	0	0	0	0	0	0	0
GmISU01.02G111700	0	0	0	0	0	0	0	0	0
GmISU01.02G111800	0	0	0	0	0	0	0	0	0
GmISU01.02G111900	0	0	0	0	0	0	0	0	0
GmISU01.02G111950	0	0	0	0	0	0	0	0	0
GmISU01.02G112000	6	2	1	2	1	4	5	5	3
GmISU01.02G112100	0	0	0	0	0	0	0	0	0
GmISU01.02G112200	0	0	0	0	0	0	0	0	0
GmISU01.02G112300	0	0	0	0	0	0	0	0	0
GmISU01.02G112400	0	0	0	0	0	0	0	0	0
GmISU01.02G112500	2	2	1	1	3	1	3	5	3
GmISU01.02G112600	0	0	0	0	0	0	1	0	1
GmISU01.02G112700	0	0	0	0	1	0	0	0	0
GmISU01.02G112800	0	0	0	0	0	0	0	0	0
GmISU01.02G112900	0	0	0	0	0	0	0	0	0
GmISU01.02G113000	0	0	0	0	0	0	0	0	0
GmISU01.02G113100	0	0	0	0	0	0	0	0	0
GmISU01.02G113200	0	0	0	0	0	0	0	0	0
GmISU01.02G113300	58	102	62	39	51	48	53	75	69
GmISU01.02G113400	0	0	0	0	0	1	0	0	0
GmISU01.02G113500	0	0	0	0	0	0	0	0	0
GmISU01.02G113600	0	0	0	0	0	0	0	0	0
GmISU01.02G113700	2	0	0	0	0	0	0	0	0
GmISU01.02G113800	0	0	0	0	0	1	0	0	0
GmISU01.02G113900	0	0	0	0	0	0	1	0	0
GmISU01.02G114000	0	0	0	0	0	0	0	0	0
GmISU01.02G114100	0	0	0	0	0	0	0	0	0
GmISU01.02G114200	0	0	0	0	0	0	0	0	0
GmISU01.02G114300	0	0	0	0	0	0	0	1	0
GmISU01.02G114400	0	0	0	0	0	0	0	0	0
GmISU01.02G114500	0	0	0	0	0	0	0	0	0
GmISU01.02G114600	0	0	0	0	0	0	0	0	0
GmISU01.02G114700	0	0	0	0	0	0	0	0	0
GmISU01.02G114800	0	0	0	0	0	0	0	0	0
GmISU01.02G114900	0	1	2	0	0	2	2	0	1
GmISU01.02G115000	0	0	0	0	0	0	0	0	0
GmISU01.02G115100	32	38	40	20	27	22	22	26	20
GmISU01.02G115200	0	0	0	0	0	0	0	0	0
GmISU01.02G115300	0	0	0	0	1	0	0	0	0
GmISU01.02G115400	0	0	0	0	0	0	0	0	0
GmISU01.02G115566	0	0	0	0	0	0	0	0	0
GmISU01.02G115600	85	122	78	53	107	77	94	108	81
GmISU01.02G115832	0	0	0	0	0	0	0	0	0
GmISU01.02G116000	0	0	0	0	0	0	0	0	0
GmISU01.02G116100	2	4	3	2	4	0	1	2	2
GmISU01.02G116300	0	0	0	0	0	0	0	0	0
GmISU01.02G116400	0	0	0	0	0	0	0	0	0
GmISU01.02G116800	0	0	0	0	0	0	0	0	0
GmISU01.02G116950	0	0	0	0	0	0	0	0	0
GmISU01.02G117100	1	1	2	0	1	0	0	0	0
GmISU01.02G117300	0	0	0	0	0	0	0	0	0
GmISU01.02G117400	0	0	0	0	0	0	0	0	0
GmISU01.02G117450	0	0	0	0	0	0	0	0	0
GmISU01.02G117500	9	9	8	8	5	10	17	24	8
GmISU01.02G117600	1	1	0	0	0	0	0	0	0
GmISU01.02G117700	0	0	0	0	0	0	0	0	0
GmISU01.02G117800	24	29	16	20	31	14	19	24	31
GmISU01.02G117900	0	0	0	0	0	0	0	0	0
GmISU01.02G118000	0	0	0	0	0	0	0	0	0
GmISU01.02G118100	0	0	0	0	0	0	0	0	0
GmISU01.02G118200	0	0	0	0	0	0	0	0	0
GmISU01.02G118300	0	0	0	0	0	0	0	0	0
GmISU01.02G118400	0	0	0	0	0	0	0	0	0
GmISU01.02G118500	0	0	0	0	0	0	0	0	0
GmISU01.02G118600	35	60	21	47	39	34	32	38	21
GmISU01.02G118700	0	0	0	0	0	0	0	0	0
GmISU01.02G118800	0	0	0	0	0	1	0	0	0
GmISU01.02G118900	0	0	0	0	0	0	0	0	0
GmISU01.02G119000	0	0	0	0	0	0	0	0	0
GmISU01.02G119100	1	0	3	1	0	0	2	0	3
GmISU01.02G119200	0	0	0	0	0	0	0	0	1
GmISU01.02G119300	0	0	3	0	1	0	0	1	0
GmISU01.02G119400	0	0	0	0	0	0	0	0	0
GmISU01.02G119500	0	0	0	0	0	0	0	0	0
GmISU01.02G119600	31	50	35	49	47	19	21	40	28
GmISU01.02G119700	0	0	0	0	0	0	0	0	0
GmISU01.02G119800	0	0	0	0	0	0	0	0	0
GmISU01.02G119900	0	0	0	0	0	0	0	0	0
GmISU01.02G120000	0	0	0	0	0	0	0	0	0
GmISU01.02G120100	0	0	0	0	0	0	0	0	0
GmISU01.02G120200	0	0	0	0	0	0	0	0	0
GmISU01.02G120300	0	0	0	0	0	0	0	0	0
GmISU01.02G120400	0	0	0	0	0	0	0	0	0
GmISU01.02G120500	0	0	0	0	0	0	0	0	0
GmISU01.02G120600	6	4	8	2	9	6	5	7	7
GmISU01.02G120700	0	0	0	0	0	0	0	0	0
GmISU01.02G120800	0	0	0	0	0	0	0	0	0
GmISU01.02G120900	2	3	3	5	4	2	0	2	2
GmISU01.02G121000	0	0	0	0	0	0	0	0	0
GmISU01.02G121100	0	0	0	0	0	0	0	0	0
GmISU01.02G121200	0	0	0	0	0	0	0	0	0
GmISU01.02G121300	7	6	5	2	5	6	3	4	7
GmISU01.02G121400	1	2	6	7	2	0	6	2	1
GmISU01.02G121500	0	0	0	0	0	0	0	0	0
GmISU01.02G121600	158	442	510	65	192	166	144	158	167
GmISU01.02G121700	0	0	0	0	0	0	0	0	0
GmISU01.02G121800	1	0	0	0	0	0	0	0	0
GmISU01.02G121900	0	0	0	0	0	0	0	0	0
GmISU01.02G122000	0	0	0	0	0	0	0	0	0
GmISU01.02G122100	0	0	0	0	0	0	0	0	0
GmISU01.02G122200	0	0	0	0	0	0	0	0	0
GmISU01.02G122300	0	0	0	0	0	0	0	0	0
GmISU01.02G122400	0	0	0	0	0	0	0	0	0
GmISU01.02G122500	0	0	0	0	0	0	0	0	0
GmISU01.02G122600	0	0	0	0	0	0	0	0	0
GmISU01.02G122700	0	1	10	0	0	0	0	0	0
GmISU01.02G122800	0	0	0	0	0	0	0	0	0
GmISU01.02G122900	0	0	0	0	0	0	0	0	0
GmISU01.02G123000	0	0	0	0	0	0	0	0	0
GmISU01.02G123100	0	0	0	1	2	0	0	0	0
GmISU01.02G123200	0	0	0	0	0	0	0	0	0
GmISU01.02G123300	0	0	0	0	0	0	0	0	0
GmISU01.02G123350	7	14	21	6	16	8	7	11	13
GmISU01.02G123400	0	0	0	0	0	0	0	0	0
GmISU01.02G123500	0	0	0	0	0	0	0	0	0
GmISU01.02G123600	0	1	0	0	0	0	0	0	0
GmISU01.02G123700	0	0	0	0	0	0	0	0	0
GmISU01.02G123800	0	0	0	0	0	0	0	0	0
GmISU01.02G123900	0	0	0	0	0	0	0	0	0
GmISU01.02G124000	7	8	13	2	22	6	14	14	12
GmISU01.02G124100	9	18	24	11	22	26	30	23	23
GmISU01.02G124200	0	0	0	0	0	0	0	0	0
GmISU01.02G124300	2	3	1	4	2	1	1	4	0
GmISU01.02G124400	0	0	0	0	0	0	0	0	0
GmISU01.02G124500	0	3	4	4	2	5	1	4	8
GmISU01.02G124600	0	0	0	0	0	0	0	0	0
GmISU01.02G124700	0	0	0	1	0	0	0	2	0
GmISU01.02G124800	11	13	15	14	10	17	9	12	18
GmISU01.02G124850	0	0	0	0	0	0	0	0	0
GmISU01.02G124900	0	0	0	0	0	0	0	0	0
GmISU01.02G125000	0	0	0	0	0	0	1	0	0
GmISU01.02G125100	1	0	0	0	1	0	0	1	0
GmISU01.02G125200	0	0	0	0	0	0	0	0	0
GmISU01.02G125300	0	0	0	0	0	0	0	0	0
GmISU01.02G125400	0	0	0	0	0	0	0	0	0
GmISU01.02G125500	0	0	0	0	0	0	0	0	2
GmISU01.02G125600	0	0	0	0	0	0	0	0	0
GmISU01.02G125700	0	0	0	0	0	0	0	0	0
GmISU01.02G125800	7	9	9	14	10	7	6	12	6
