genes	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams.82.ISU.01.01	Williams.82.ISU.01.02	Williams.82.ISU.01.03	Williams.82.ISU.01.04	Williams.82.ISU.01.05
GmISU01.14G016100.v2.1	0.814959520703223	1.94185777511269	0.814959520703225	2.02034907676498	2.67339970436879	2.44927528264763	2.69145944521611	1.69803618169234	1.65152577034286
GmISU01.14G016500.v2.1	8.31237334999095	8.39695707860555	8.53510159739354	8.31661638941505	8.03354703942775	8.08755575857792	8.82336484069058	8.36640813813186	8.4054261472616
GmISU01.14G016600.v2.1	5.75712879492683	6.22217790135768	5.53036462504901	5.70889908328106	5.02501269798007	5.20671532473381	4.97858710907124	5.62322797243498	5.52344647012583
GmISU01.14G017100.v2.1	0.814959520703223	0.814959520703225	1.88448558073144	0.814959520703223	2.27479467644525	1.85213184319396	0.814959520703223	2.6358176222957	1.65152577034286
GmISU01.14G017500.v2.1	0.814959520703223	1.94185777511269	0.814959520703225	2.02034907676498	1.72214605455793	1.85213184319396	3.00476581390301	1.69803618169234	0.814959520703225
GmISU01.14G017701.v2.1	3.05308305151793	3.60561383250179	1.88448558073144	2.02034907676498	2.98537771883598	3.19591211639538	2.29067796972423	4.75542436501781	3.82791294695653
GmISU01.14G017900.v2.1	4.0892118479286	3.00135269766607	2.91803121664756	0.814959520703223	2.27479467644525	2.44927528264763	3.26202364383202	3.91908447665232	2.86569762974355
GmISU01.14G018600.v2.1	5.19544159787675	5.95789263450899	5.0306304088411	5.77091816013862	5.2164430267594	5.40881706049526	5.46149577190078	5.66606087744914	5.86883474047793
GmISU01.14G019700.v2.1	0.814959520703223	0.814959520703225	0.814959520703225	0.814959520703223	0.814959520703223	0.814959520703223	0.814959520703223	2.6358176222957	0.814959520703225
GmISU01.14G020000.v2.1	3.05308305151793	3.60561383250179	4.10626106575415	3.45279719884277	1.72214605455793	2.44927528264763	3.00476581390301	0.814959520703223	1.65152577034286
GmISU01.14G020200.v2.1	12.3805527496146	11.8721476819138	12.5488252146129	12.1857844453742	12.2704709664362	12.025970226113	13.0001793841932	11.5410328841762	12.0151737534698
GmISU01.14G020300.v2.1	0.814959520703223	0.814959520703225	2.49189828077695	2.66775363795292	0.814959520703223	1.85213184319396	3.66980774463576	0.814959520703223	0.814959520703225
GmISU01.14G020800.v2.1	1.97799237537085	0.814959520703225	0.814959520703225	0.814959520703223	1.72214605455793	1.85213184319396	2.69145944521611	2.24181919763128	1.65152577034286
GmISU01.14G021200.v2.1	4.41825838626021	5.63408621224234	4.39841096350544	4.87430989044026	3.45934835562093	3.68546399599789	3.98736623114689	4.39702832723163	4.08455256318797
GmISU01.14G021300.v2.1	3.89146057719422	4.74158948865724	1.88448558073144	0.814959520703223	2.67339970436879	0.814959520703223	3.66980774463576	3.60367229832018	4.19756267885223
GmISU01.14G021800.v2.1	0.814959520703223	3.00135269766607	1.88448558073144	2.02034907676498	0.814959520703223	1.85213184319396	1.73381173821494	2.6358176222957	1.65152577034286
GmISU01.14G022200.v2.1	0.814959520703223	3.33489092365518	1.88448558073144	2.02034907676498	2.98537771883598	3.46135423596199	2.69145944521611	4.83265665567693	2.86569762974355
GmISU01.14G022400.v2.1	4.26309587558874	4.03020469659892	4.39841096350544	4.33197842779221	5.53666875264817	5.88613196053581	4.36183258920955	5.10587730872973	4.19756267885223
GmISU01.14G022500.v2.1	5.01265783595909	2.56675490632399	5.0306304088411	2.66775363795292	4.22492486975799	3.46135423596199	3.48027573253881	1.69803618169234	3.68015735339459
GmISU01.14G022600.v2.1	0.814959520703223	1.94185777511269	0.814959520703225	0.814959520703223	0.814959520703223	0.814959520703223	0.814959520703223	0.814959520703223	2.56229714348927
GmISU01.14G023000.v2.1	0.814959520703223	3.00135269766607	0.814959520703225	0.814959520703223	3.45934835562093	2.44927528264763	2.69145944521611	2.24181919763128	2.56229714348927
GmISU01.14G024100.v2.1	5.97280157143813	6.37480601884448	6.34004164024232	6.18950708244474	6.35473877770219	6.53079438749424	6.67291752623011	6.24842684531075	6.14729996731788
GmISU01.14G024400.v2.1	2.6134470484528	4.62465771675453	3.934515995546	4.87430989044026	4.72244193211112	3.87939573774479	4.827562115969	4.83265665567693	3.51552420148218
GmISU01.14G024500.v2.1	4.91177780027909	5.95789263450899	5.80431774425488	5.57623976553925	4.95510898350926	5.47034754340012	4.827562115969	5.22525324246911	5.79891050223677
GmISU01.14G024700.v2.1	3.89146057719422	2.56675490632399	3.51400447235563	3.11302709621551	2.98537771883598	2.44927528264763	3.00476581390301	4.17775853098769	3.68015735339459
GmISU01.14G024800.v2.1	5.10694253045919	4.74158948865724	4.10626106575415	3.95834830923813	4.33910042957988	4.97161682268417	4.24748019481612	4.05421126071436	4.49155650786549
GmISU01.14G025100.v2.1	3.05308305151793	3.00135269766607	3.7395274501739	3.45279719884277	5.33126572457631	4.34128053264344	4.4677829605994	3.60367229832018	4.40005739712684
GmISU01.14G025900.v2.1	6.36503644973845	5.44009797306017	5.11351846581159	5.50503630790112	6.92932661142698	6.61493975812325	6.17523512386964	6.06854746549317	6.38061422239642
GmISU01.14G026900.v2.1	0.814959520703223	2.56675490632399	1.88448558073144	0.814959520703223	3.24174040737385	3.46135423596199	3.26202364383202	3.91908447665232	2.17761985196767
GmISU01.14G027700.v2.1	7.5641961333829	8.24677989218242	7.86860585268016	7.44358215458568	7.19496435193072	7.70791581812771	6.97196752997251	7.44343117996963	7.57855535905944
