GeneName	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams-82-ISU-01-01	Williams-82-ISU-01-02	Williams-82-ISU-01-03	Williams-82-ISU-01-04	Williams-82-ISU-01-05
GmISU01.19G139700	0	1	0	0	0	1	1	0	0
GmISU01.19G139800	0	0	0	0	0	0	0	0	0
GmISU01.19G139900	0	0	0	0	0	0	0	0	0
GmISU01.19G140000	0	0	0	0	0	0	0	0	0
GmISU01.19G140100	0	4	4	7	7	7	17	6	5
GmISU01.19G140200	0	0	0	0	0	0	0	0	0
GmISU01.19G140300	0	0	0	0	0	0	0	0	0
GmISU01.19G140400	9	2	2	7	2	8	9	15	14
GmISU01.19G140500	653	872	694	623	870	935	846	1575	1575
GmISU01.19G140600	0	0	0	0	0	0	0	0	0
GmISU01.19G140700	0	0	0	0	0	0	0	0	0
GmISU01.19G140800	0	0	0	0	0	0	0	0	0
GmISU01.19G140900	0	0	0	0	4	1	0	2	7
GmISU01.19G141000	0	0	0	0	0	0	0	0	0
GmISU01.19G141100	0	0	0	0	0	0	0	0	0
GmISU01.19G141200	14	14	23	19	22	17	17	15	21
GmISU01.19G141300	5	2	2	3	5	7	3	7	2
GmISU01.19G141400	0	0	0	0	0	0	0	0	0
GmISU01.19G141500	0	0	0	0	0	0	0	0	0
GmISU01.19G141600	0	0	0	0	0	0	0	0	0
GmISU01.19G141700	0	0	1	1	3	2	4	1	0
GmISU01.19G141800	0	0	0	0	0	0	0	0	0
GmISU01.19G141900	0	3	4	3	4	0	4	2	2
GmISU01.19G142000	0	0	0	0	0	0	0	0	0
GmISU01.19G142100	0	0	0	0	0	0	0	0	0
GmISU01.19G142200	0	0	0	0	0	0	0	0	0
GmISU01.19G142300	0	0	0	0	0	0	1	0	0
GmISU01.19G142400	0	0	0	0	0	0	0	0	0
GmISU01.19G142700	0	0	0	0	0	0	0	0	0
GmISU01.19G142800	0	0	0	0	0	0	0	0	0
GmISU01.19G142900	0	0	0	0	0	0	0	0	0
GmISU01.19G143000	0	0	0	0	0	0	0	0	0
GmISU01.19G143100	0	0	0	0	0	0	0	0	0
GmISU01.19G143200	4	6	7	5	11	13	5	13	17
GmISU01.19G143300	0	1	1	4	1	0	0	0	0
GmISU01.19G143400	0	0	0	0	0	0	0	0	0
GmISU01.19G143500	3	3	9	9	7	1	7	3	2
GmISU01.19G143600	0	0	0	0	0	2	0	0	0
GmISU01.19G143700	0	0	0	0	0	0	0	1	0
GmISU01.19G143800	0	0	0	0	0	0	0	0	0
GmISU01.19G143900	0	0	0	0	0	0	0	0	0
GmISU01.19G144000	0	0	0	0	1	1	1	0	0
GmISU01.19G144100	1578	1003	2143	1389	1644	1142	2416	624	1081
GmISU01.19G144200	0	0	0	0	1	0	0	0	0
GmISU01.19G144300	0	0	0	0	0	0	0	0	0
GmISU01.19G144400	0	0	0	0	0	0	0	0	0
GmISU01.19G144500	0	0	0	0	0	0	0	0	0
GmISU01.19G144600	0	3	0	1	5	3	6	1	7
GmISU01.19G144700	0	0	0	0	0	0	0	0	0
GmISU01.19G144800	0	0	0	0	2	1	0	1	0
GmISU01.19G144900	9	17	10	10	19	10	14	20	22
GmISU01.19G145000	0	0	0	0	0	0	0	0	0
GmISU01.19G145100	39	35	28	28	34	37	42	61	60
GmISU01.19G145200	0	0	0	0	0	0	0	0	0
GmISU01.19G145300	0	0	0	0	0	0	0	0	0
GmISU01.19G145400	0	0	0	0	0	0	0	0	0
GmISU01.19G145500	0	0	0	0	0	0	0	0	0
GmISU01.19G145600	0	0	0	0	0	0	0	0	0
GmISU01.19G145700	0	0	0	0	0	0	0	0	0
GmISU01.19G145800	2	0	2	0	3	2	0	0	0
GmISU01.19G145900	0	0	0	0	0	0	0	0	0
GmISU01.19G146000	0	0	0	0	0	0	0	0	0
GmISU01.19G146100	4	0	3	1	0	0	0	0	0
GmISU01.19G146200	0	0	0	0	0	0	0	0	0
GmISU01.19G146300	1	0	0	0	0	0	0	0	0
GmISU01.19G146400	0	0	0	0	0	0	0	0	0
GmISU01.19G146500	0	0	0	0	0	0	0	0	0
GmISU01.19G146550	0	0	0	0	0	0	0	0	0
GmISU01.19G146600	0	0	0	0	0	0	0	0	0
GmISU01.19G146700	0	0	0	0	0	0	0	1	2
GmISU01.19G146800	0	0	0	0	0	0	0	0	0
GmISU01.19G146900	0	0	0	0	6	1	4	4	0
GmISU01.19G147000	0	0	0	0	0	0	0	0	0
GmISU01.19G147100	0	0	0	0	0	0	0	0	0
GmISU01.19G147200	0	0	0	0	1	0	0	2	0
GmISU01.19G147300	131	145	176	138	206	116	154	174	194
GmISU01.19G147400	0	0	0	0	1	0	0	0	0
GmISU01.19G147500	0	0	0	0	0	0	0	0	0
GmISU01.19G147600	0	1	0	0	0	0	0	0	0
GmISU01.19G147700	0	0	0	0	2	0	0	0	1
GmISU01.19G147800	0	0	0	0	0	0	0	0	0
GmISU01.19G147900	29	13	31	20	42	11	46	32	24
GmISU01.19G148000	0	0	0	0	0	0	0	0	0
GmISU01.19G148100	0	0	0	0	0	0	0	0	0
GmISU01.19G148200	0	0	0	0	0	0	0	0	0
GmISU01.19G148300	1	8	1	1	1	0	1	9	5
GmISU01.19G148400	0	0	0	0	0	0	0	0	0
GmISU01.19G148500	0	0	0	0	0	0	0	0	0
GmISU01.19G148600	0	0	0	0	0	0	0	0	0
GmISU01.19G148700	21	24	27	24	31	18	27	28	38
GmISU01.19G148800	0	0	0	0	0	0	0	0	0
GmISU01.19G148900	0	0	0	0	0	0	0	0	0
GmISU01.19G149000	1	0	0	0	1	3	0	0	0
GmISU01.19G149100	0	0	0	0	0	0	0	0	0
GmISU01.19G149200	0	0	0	0	0	0	0	0	0
GmISU01.19G149300	3	4	0	1	2	1	2	1	0
GmISU01.19G149400	0	0	0	0	0	0	1	0	0
GmISU01.19G149500	0	0	0	0	0	0	0	0	0
GmISU01.19G149600	0	0	0	0	0	0	0	0	0
GmISU01.19G149700	0	0	0	0	0	0	0	0	0
GmISU01.19G149800	0	0	0	0	0	0	0	0	0
GmISU01.19G149900	0	0	0	0	0	0	0	0	0
GmISU01.19G150000	0	0	0	0	0	0	0	0	0
GmISU01.19G150100	0	0	0	0	0	0	0	0	0
GmISU01.19G150200	1	2	0	0	5	6	2	1	0
GmISU01.19G150300	0	0	0	0	0	0	0	0	0
GmISU01.19G150400	0	3	0	2	2	0	2	1	1
GmISU01.19G150500	0	0	0	0	0	0	0	0	0
GmISU01.19G150600	0	0	0	0	0	0	0	0	0
GmISU01.19G150700	4	5	6	3	4	14	19	3	3
GmISU01.19G150800	0	1	5	0	1	2	0	2	2
GmISU01.19G150900	1	1	0	9	7	2	10	2	3
GmISU01.19G151000	0	0	0	0	0	0	0	0	0
GmISU01.19G151100	0	0	2	0	0	0	0	0	0
GmISU01.19G151200	1	0	4	0	2	1	3	1	1
GmISU01.19G151300	10	4	6	10	16	6	16	2	11
GmISU01.19G151400	0	0	0	0	0	0	0	0	0
GmISU01.19G151500	0	0	0	0	0	0	0	0	0
GmISU01.19G151600	0	3	1	0	0	0	0	1	9
GmISU01.19G151700	0	0	0	0	0	0	1	1	1
GmISU01.19G151800	0	0	0	0	0	0	0	0	0
GmISU01.19G151900	0	0	0	0	0	0	0	0	0
GmISU01.19G152000	0	0	0	0	0	0	0	0	0
GmISU01.19G152100	0	0	0	0	0	0	0	0	0
GmISU01.19G152200	0	0	0	0	0	0	0	0	1
GmISU01.19G152300	2	5	4	2	1	2	1	4	2
GmISU01.19G152400	12	8	7	2	3	6	0	2	7
GmISU01.19G152500	0	2	0	0	1	0	2	1	0
GmISU01.19G152600	0	1	0	0	0	0	0	0	0
GmISU01.19G152700	0	0	0	0	1	0	1	0	1
GmISU01.19G152800	0	0	0	0	0	0	0	0	0
GmISU01.19G152900	0	0	4	2	5	1	3	11	4
GmISU01.19G153000	0	1	0	1	4	2	5	3	6
GmISU01.19G153100	0	0	0	0	0	0	0	0	0
GmISU01.19G153200	0	0	0	0	0	0	0	0	0
GmISU01.19G153300	0	0	0	0	0	0	0	0	0
GmISU01.19G153400	0	0	0	0	0	0	0	0	0
GmISU01.19G153500	0	0	0	0	0	0	0	0	0
GmISU01.19G153600	0	0	0	0	0	0	0	1	0
GmISU01.19G153700	27	52	28	39	74	50	65	87	104
GmISU01.19G153800	0	0	0	0	0	0	0	0	0
GmISU01.19G153900	0	0	0	0	0	0	0	0	0
GmISU01.19G154000	0	0	0	0	0	0	0	0	0
GmISU01.19G154100	1	0	0	0	0	3	0	1	1
GmISU01.19G154200	0	0	0	0	0	0	0	0	0
GmISU01.19G154300	0	0	0	0	0	0	0	0	0
GmISU01.19G154400	0	0	0	0	0	0	0	0	0
GmISU01.19G154500	0	0	0	0	0	0	0	0	0
GmISU01.19G154600	0	0	0	0	0	0	0	0	0
GmISU01.19G154700	0	0	0	0	0	0	0	0	0
GmISU01.19G154800	21	29	8	10	7	5	11	23	11
GmISU01.19G154900	0	0	0	0	0	0	0	0	0
GmISU01.19G154950	0	0	0	0	0	0	0	0	0
GmISU01.19G155000	0	0	0	0	1	0	0	2	0
GmISU01.19G155100	8	11	22	13	7	16	22	12	21
GmISU01.19G155200	0	0	0	0	0	0	0	0	0
GmISU01.19G155300	0	0	0	0	0	0	0	0	0
GmISU01.19G155400	0	0	0	0	0	0	0	0	0
GmISU01.19G155500	0	0	0	0	0	0	0	0	0
GmISU01.19G155600	0	0	0	0	0	0	0	0	0
GmISU01.19G155700	0	0	0	0	0	0	0	0	0
GmISU01.19G155800	0	0	0	0	0	0	0	0	0
GmISU01.19G155900	0	0	0	0	0	0	0	0	0
GmISU01.19G156000	5	13	6	4	14	12	16	18	18
GmISU01.19G156100	0	0	0	0	0	0	0	0	0
GmISU01.19G156200	6	11	13	11	16	18	23	24	16
GmISU01.19G156300	0	0	0	0	0	0	0	0	0
GmISU01.19G156400	0	0	0	0	0	0	0	0	0
GmISU01.19G156500	0	0	0	0	2	1	1	1	1
GmISU01.19G156600	0	0	0	0	0	0	0	0	0
GmISU01.19G156700	0	0	0	0	0	0	0	0	0
GmISU01.19G156800	0	0	0	0	0	0	0	0	0
GmISU01.19G156900	0	0	0	0	0	0	0	0	0
GmISU01.19G157000	0	1	1	0	2	1	1	2	0
GmISU01.19G157100	0	0	0	0	0	0	0	0	0
GmISU01.19G157200	0	0	0	0	1	0	1	0	0
GmISU01.19G157300	0	1	0	0	0	0	0	0	4
GmISU01.19G157400	0	0	0	0	0	0	0	0	0
GmISU01.19G157450	0	0	0	0	0	0	0	0	0
GmISU01.19G157500	0	0	1	0	0	0	0	0	0
GmISU01.19G157600	0	0	0	0	0	0	0	0	0
GmISU01.19G157700	0	0	0	0	0	0	0	0	0
GmISU01.19G157800	0	0	0	0	0	0	0	0	0
GmISU01.19G157900	0	0	0	0	0	0	1	0	0
GmISU01.19G158000	0	0	0	0	0	0	0	0	0
GmISU01.19G158100	0	0	0	0	0	0	0	0	0
GmISU01.19G158200	0	0	0	0	0	0	0	0	0
GmISU01.19G158300	0	0	0	0	2	0	0	0	0
GmISU01.19G158400	0	0	0	0	0	0	0	0	0
GmISU01.19G158500	0	0	0	0	0	0	0	0	0
GmISU01.19G158600	0	0	0	0	0	0	0	0	0
GmISU01.19G158700	0	0	0	0	0	0	0	0	0
GmISU01.19G158800	0	1	0	0	0	0	0	0	2
GmISU01.19G158900	0	0	0	0	0	0	0	0	0
GmISU01.19G159000	0	0	0	0	0	0	0	0	0
GmISU01.19G159100	0	0	0	0	0	0	0	0	0
GmISU01.19G159200	0	0	0	0	0	0	0	0	0
GmISU01.19G159300	0	0	0	0	0	0	0	0	0
GmISU01.19G159400	0	0	0	1	0	0	0	0	6
GmISU01.19G159500	0	0	0	0	0	0	0	0	0
GmISU01.19G159600	0	0	0	0	0	0	0	0	0
GmISU01.19G159700	0	0	0	0	0	0	0	0	0
GmISU01.19G159800	0	0	0	0	0	0	0	0	0
GmISU01.19G159900	0	0	0	0	0	0	0	0	0
GmISU01.19G160000	0	0	0	0	0	0	0	0	0
GmISU01.19G160100	10	8	7	7	6	5	2	13	19
GmISU01.19G160200	1	0	0	0	3	1	2	1	0
GmISU01.19G160300	10	17	17	7	15	25	7	25	28
GmISU01.19G160400	0	0	0	0	0	0	0	0	1
GmISU01.19G160450	0	0	0	0	0	0	0	0	1
GmISU01.19G160500	0	1	0	0	0	0	0	0	0
GmISU01.19G160600	0	0	0	0	3	0	0	1	1
GmISU01.19G160700	5	4	4	8	8	6	10	14	8
GmISU01.19G160801	3	2	0	3	0	1	1	3	1
GmISU01.19G160900	0	0	0	0	0	0	0	0	0
GmISU01.19G161000	0	0	1	4	4	6	2	3	6
GmISU01.19G161100	0	0	0	0	0	0	0	0	0
GmISU01.19G161200	0	0	0	0	0	0	0	0	0
GmISU01.19G161300	0	0	0	0	0	0	0	0	0
GmISU01.19G161400	0	0	0	0	0	0	0	0	0
GmISU01.19G161500	0	0	0	0	0	0	0	0	0
GmISU01.19G161600	0	0	0	0	0	0	0	0	0
GmISU01.19G161700	0	0	0	0	0	0	0	0	0
GmISU01.19G161800	0	0	0	0	0	0	0	0	0
GmISU01.19G161900	0	0	0	0	0	0	0	0	0
GmISU01.19G162000	0	0	0	0	0	0	0	0	0
GmISU01.19G162100	0	0	0	0	0	0	0	0	0
GmISU01.19G162200	3	4	1	2	9	6	9	8	6
GmISU01.19G162300	0	0	0	0	0	0	0	0	0
GmISU01.19G162400	0	0	0	0	0	0	0	0	0
GmISU01.19G162500	0	0	0	0	0	0	0	0	0
GmISU01.19G162600	0	0	0	0	0	0	0	0	0
GmISU01.19G162700	0	0	0	0	0	0	0	0	0
GmISU01.19G162800	0	0	0	0	0	0	0	0	0
GmISU01.19G162900	0	0	0	0	0	0	0	0	0
GmISU01.19G163000	0	0	0	0	0	0	0	0	0
GmISU01.19G163100	0	0	0	0	0	0	0	0	0
GmISU01.19G163200	0	0	0	0	0	0	0	0	0
GmISU01.19G163300	0	0	0	0	0	0	0	0	0
GmISU01.19G163400	0	0	0	0	0	0	0	0	0
GmISU01.19G163500	0	0	0	0	0	0	0	0	0
GmISU01.19G163600	0	0	0	0	0	0	0	0	0
GmISU01.19G163700	0	0	0	0	0	0	0	0	0
GmISU01.19G163900	0	0	0	0	0	0	0	0	0
GmISU01.19G164000	4	2	5	1	2	3	7	4	5
GmISU01.19G164100	0	0	0	0	0	0	0	0	1
GmISU01.19G164200	20	16	14	4	12	9	6	13	23
GmISU01.19G164300	0	0	0	0	0	0	1	0	4
GmISU01.19G164400	3	1	5	6	3	4	9	7	2
GmISU01.19G164500	0	0	0	0	0	0	0	0	0
GmISU01.19G164600	0	0	0	0	0	0	0	0	0
GmISU01.19G164700	0	0	0	0	0	0	0	0	0
GmISU01.19G164800	0	0	0	0	0	0	0	0	0
GmISU01.19G164900	0	0	0	0	0	0	0	0	0
GmISU01.19G165000	0	0	0	0	0	0	0	0	0
GmISU01.19G165100	2	0	1	2	6	1	0	2	2
GmISU01.19G165200	0	4	0	2	1	4	0	2	0
GmISU01.19G165300	0	0	0	0	0	0	0	0	0
GmISU01.19G165400	0	0	0	0	0	0	0	0	0
GmISU01.19G165500	0	0	0	0	0	0	0	0	0
GmISU01.19G165600	0	0	0	0	0	0	0	0	0
GmISU01.19G165700	0	2	0	0	0	1	0	0	0
GmISU01.19G165800	0	0	0	0	0	0	0	0	0
GmISU01.19G166000	0	0	0	0	0	0	0	0	0
GmISU01.19G166100	0	0	1	0	0	0	1	0	0
GmISU01.19G166200	69	44	49	32	98	115	68	65	94
GmISU01.19G166300	52	73	56	56	202	188	94	345	256
GmISU01.19G166400	0	0	0	0	0	0	0	0	0
GmISU01.19G166500	0	0	0	0	0	0	0	0	0
GmISU01.19G166600	0	6	5	3	10	3	5	3	11
GmISU01.19G166700	0	0	0	0	0	0	0	0	0
GmISU01.19G166800	0	0	0	0	0	0	0	0	0
GmISU01.19G166900	0	0	0	0	0	0	0	0	0
GmISU01.19G167000	0	0	0	0	1	0	0	0	0
GmISU01.19G167100	0	0	0	0	0	0	0	0	0
GmISU01.19G167200	0	0	0	0	0	0	0	0	0
GmISU01.19G167300	0	0	1	0	0	0	0	0	0
GmISU01.19G167400	0	0	0	0	0	0	0	0	0
GmISU01.19G167500	97	14	76	101	114	32	94	4	18
GmISU01.19G167600	0	0	0	0	0	0	1	0	0
GmISU01.19G167700	0	0	0	0	0	0	0	0	0
GmISU01.19G167800	1	0	0	0	0	0	0	0	1
GmISU01.19G167900	0	0	0	0	0	0	0	0	0
GmISU01.19G168000	0	0	0	0	0	0	0	0	0
GmISU01.19G168100	0	0	0	0	0	0	0	0	0
GmISU01.19G168200	0	1	0	0	5	1	1	5	1
GmISU01.19G168300	0	0	0	0	0	0	1	0	0
GmISU01.19G168400	0	0	2	0	0	0	0	0	0
GmISU01.19G168500	0	0	1	1	0	0	1	0	0
GmISU01.19G168600	141	229	172	157	162	170	182	208	237
GmISU01.19G168700	43	31	77	43	31	25	19	23	22
GmISU01.19G168800	0	0	0	0	0	0	0	0	0
GmISU01.19G168900	0	0	0	0	0	0	0	0	0
GmISU01.19G169000	0	0	0	0	0	1	0	0	0
GmISU01.19G169100	20	20	27	27	15	27	37	55	57
GmISU01.19G169200	0	0	0	0	0	0	0	0	0
GmISU01.19G169300	0	0	0	0	0	0	0	0	0
GmISU01.19G169400	0	0	0	0	0	0	0	0	0
GmISU01.19G169500	9	9	6	6	10	15	19	12	10
GmISU01.19G169601	0	0	0	0	0	0	0	0	0
GmISU01.19G169700	7	2	8	7	18	11	3	8	2
GmISU01.19G169800	0	0	0	0	0	0	0	0	0
GmISU01.19G169900	0	0	0	0	0	2	0	0	0
GmISU01.19G170000	0	0	0	0	0	0	0	0	0
GmISU01.19G170100	0	0	0	0	0	0	0	0	0
GmISU01.19G170200	0	0	0	0	0	0	0	0	0
GmISU01.19G170300	0	0	0	0	0	0	0	0	0
GmISU01.19G170400	35	24	24	17	36	20	30	25	30
GmISU01.19G170500	0	0	0	0	0	0	0	0	0
GmISU01.19G170600	0	0	0	0	0	0	0	0	0
GmISU01.19G170700	1	2	0	1	1	1	1	0	3
GmISU01.19G170800	0	0	1	0	10	6	6	6	20
GmISU01.19G170900	0	0	1	0	0	0	0	0	0
GmISU01.19G171000	0	0	0	0	0	0	0	0	1
GmISU01.19G171100	0	0	0	0	0	0	0	0	0
GmISU01.19G171200	0	0	0	0	0	0	0	0	0
GmISU01.19G171300	0	0	0	0	0	0	0	0	0
GmISU01.19G171400	13	8	19	5	4	2	7	11	4
GmISU01.19G171500	0	0	0	0	0	0	0	0	0
GmISU01.19G171600	0	0	0	0	0	0	0	0	0
GmISU01.19G171700	0	0	0	0	0	0	0	0	0
GmISU01.19G171800	0	0	0	1	0	0	0	0	0
GmISU01.19G171900	0	0	0	0	0	0	0	0	0
GmISU01.19G172000	0	0	0	0	0	0	0	0	0
GmISU01.19G172100	0	0	0	0	1	0	0	0	0
GmISU01.19G172200	0	0	0	0	0	1	0	0	0
GmISU01.19G172300	0	0	1	0	0	0	0	0	0
GmISU01.19G172400	0	0	0	0	0	0	0	0	0
GmISU01.19G172500	0	0	0	0	0	0	0	0	0
GmISU01.19G172600	0	1	0	0	0	0	0	0	0
GmISU01.19G172700	0	0	1	0	0	1	0	0	5
GmISU01.19G172800	0	0	0	2	0	0	0	2	1
GmISU01.19G172900	0	0	0	0	0	0	0	0	0
GmISU01.19G173000	0	0	0	0	0	0	0	0	0
GmISU01.19G173100	0	2	0	0	0	0	0	0	0
GmISU01.19G173200	0	0	0	0	0	0	0	0	0
GmISU01.19G173300	0	0	0	0	0	0	0	0	0
GmISU01.19G173400	0	0	0	0	0	0	0	0	0
GmISU01.19G173500	2	2	3	2	0	0	0	0	2
GmISU01.19G173600	0	1	0	1	3	0	0	0	1
GmISU01.19G173700	0	0	0	0	0	0	0	0	0
GmISU01.19G173800	0	0	0	0	0	0	0	0	1
GmISU01.19G173900	0	0	0	0	0	0	0	0	0
GmISU01.19G174000	0	0	0	0	0	0	0	0	0
GmISU01.19G174100	413	178	502	1593	992	158	1717	9	143
GmISU01.19G174200	68	44	62	46	61	42	56	9	27
GmISU01.19G174300	0	0	0	0	0	0	0	0	0
GmISU01.19G174400	0	0	0	0	0	1	0	0	0
GmISU01.19G174500	3	0	1	0	0	1	0	1	0
GmISU01.19G174600	0	0	0	0	0	0	0	0	0
GmISU01.19G174700	0	0	0	0	0	0	1	2	0
GmISU01.19G174800	0	0	0	0	0	0	0	0	0
GmISU01.19G174900	0	0	0	0	1	0	0	0	0
GmISU01.19G175000	0	0	0	0	0	0	0	0	0
GmISU01.19G175100	0	0	0	0	0	0	0	0	0
GmISU01.19G175200	0	0	0	0	0	0	0	0	0
GmISU01.19G175300	0	0	0	0	0	0	0	0	0
GmISU01.19G175400	2	0	0	1	0	2	2	0	0
GmISU01.19G175500	0	0	0	0	0	0	0	0	0
GmISU01.19G175600	0	0	0	0	0	0	0	0	0
GmISU01.19G175700	1	0	0	0	0	0	0	0	1
GmISU01.19G175800	0	0	0	0	0	0	0	0	0
GmISU01.19G175900	0	0	0	0	0	0	0	0	0
GmISU01.19G176000	0	5	4	2	2	3	4	10	14
GmISU01.19G176100	0	0	0	0	0	0	0	0	0
GmISU01.19G176200	0	0	1	3	4	2	6	0	1
GmISU01.19G176300	0	2	0	0	0	0	0	0	0
GmISU01.19G176400	0	0	0	0	0	0	0	2	0
GmISU01.19G176500	1	0	4	0	1	0	0	1	2
GmISU01.19G176600	0	0	0	0	0	0	0	0	0
GmISU01.19G176700	0	0	0	0	0	0	0	0	0
GmISU01.19G176800	6	6	8	3	8	10	24	2	5
GmISU01.19G176900	0	0	0	0	0	0	0	0	0
GmISU01.19G177000	3	1	0	0	0	0	0	0	0
GmISU01.19G177100	29	24	31	37	21	18	27	35	30
GmISU01.19G177150	0	0	0	0	0	0	0	0	0
GmISU01.19G177200	0	0	0	0	0	0	0	0	0
GmISU01.19G177300	0	0	0	0	0	0	0	0	0
GmISU01.19G177400	0	0	0	0	0	0	0	0	0
GmISU01.19G177500	0	0	0	0	0	0	0	0	0
GmISU01.19G177600	0	0	0	0	0	0	0	0	0
GmISU01.19G177700	0	0	0	0	0	0	0	0	0
GmISU01.19G177800	0	0	0	0	0	0	0	0	0
GmISU01.19G177900	48	50	81	38	93	53	79	49	47
GmISU01.19G178000	0	0	0	0	0	0	0	0	0
GmISU01.19G178100	0	0	0	0	0	0	0	0	0
GmISU01.19G178200	0	0	0	0	0	0	0	0	0
GmISU01.19G178300	1	0	2	0	0	0	0	0	6
GmISU01.19G178400	6	6	3	5	5	6	11	9	11
GmISU01.19G178500	0	0	0	0	1	0	0	3	2
GmISU01.19G178600	0	0	0	0	0	0	0	1	0
GmISU01.19G178700	4	1	2	3	7	4	5	6	3
GmISU01.19G178800	1	0	0	0	0	0	0	2	0
GmISU01.19G178900	0	0	0	0	1	2	2	1	3
GmISU01.19G179000	68	23	75	29	91	54	63	42	47
GmISU01.19G179100	0	0	1	0	0	1	2	0	0
GmISU01.19G179200	4	3	11	2	8	2	7	5	3
GmISU01.19G179300	11	22	31	9	37	23	49	35	38
GmISU01.19G179400	0	0	0	0	0	0	0	0	0
GmISU01.19G179500	0	0	0	0	0	0	0	0	0
GmISU01.19G179600	0	0	0	0	0	0	0	0	0
GmISU01.19G179700	0	0	0	0	0	0	0	0	0
GmISU01.19G179800	62	96	67	87	147	138	164	215	211
GmISU01.19G179900	0	0	0	0	0	0	1	0	0
GmISU01.19G180000	0	0	0	0	0	0	0	0	0
GmISU01.19G180100	0	0	0	0	0	0	0	0	0
GmISU01.19G180200	0	0	0	0	0	0	0	0	0
GmISU01.19G180300	0	0	0	0	0	0	0	0	0
GmISU01.19G180400	14	8	10	13	11	3	4	9	9
GmISU01.19G180500	0	0	0	0	0	0	0	0	0
GmISU01.19G180600	0	0	0	1	2	0	3	0	1
GmISU01.19G180700	0	0	0	0	0	0	0	0	0
GmISU01.19G180800	112	62	181	106	97	81	117	41	52
GmISU01.19G180900	2	1	4	1	3	2	5	3	0
GmISU01.19G181000	4	10	8	6	13	13	12	15	11
GmISU01.19G181100	0	0	0	0	0	0	0	0	0
GmISU01.19G181200	0	0	0	0	0	0	0	0	1
GmISU01.19G181300	0	0	0	0	0	0	0	0	0
GmISU01.19G181400	0	0	0	0	0	0	0	0	0
GmISU01.19G181500	0	0	0	0	0	0	0	0	0
GmISU01.19G181600	0	0	0	0	0	0	0	0	0
GmISU01.19G181700	0	0	0	0	0	0	0	0	0
GmISU01.19G181800	0	0	0	0	0	0	0	0	0
GmISU01.19G181900	0	0	0	0	0	0	0	0	0
GmISU01.19G182000	0	0	0	0	1	0	0	0	0
GmISU01.19G182100	0	0	0	0	0	0	0	0	0
GmISU01.19G182200	0	0	0	0	0	0	0	0	0
GmISU01.19G182300	0	0	0	0	0	0	0	0	0
GmISU01.19G182400	0	0	0	0	0	0	0	0	0
GmISU01.19G182500	1	0	2	3	2	8	0	4	4
GmISU01.19G182600	0	0	0	0	1	0	0	0	0
GmISU01.19G182700	0	0	0	0	0	0	0	0	0
GmISU01.19G182800	3	7	1	4	9	4	13	2	7
GmISU01.19G182900	16	6	15	13	10	9	9	1	23
GmISU01.19G183000	145	42	193	109	14	9	16	2	15
GmISU01.19G183100	17	14	19	21	50	16	34	22	5
GmISU01.19G183200	5	6	10	10	19	17	39	12	17
GmISU01.19G183300	2	0	0	0	0	0	0	0	3
GmISU01.19G183400	0	0	0	0	0	0	0	0	0
GmISU01.19G183450	0	0	0	0	0	0	0	0	0
GmISU01.19G183500	0	0	0	0	0	0	0	0	0
GmISU01.19G183600	0	0	0	0	0	0	0	0	0
GmISU01.19G183700	0	0	0	0	0	0	0	0	0
GmISU01.19G183800	0	0	0	0	0	0	0	0	0
GmISU01.19G183900	9	3	6	3	6	1	1	2	2
GmISU01.19G184000	0	0	0	0	0	0	0	0	0
GmISU01.19G184100	0	2	1	0	0	1	1	2	0
GmISU01.19G184200	0	0	0	0	0	0	0	0	0
GmISU01.19G184300	0	0	0	0	0	0	0	0	0
GmISU01.19G184400	0	0	0	0	0	0	0	0	0
GmISU01.19G184500	0	0	0	0	0	0	0	0	0
GmISU01.19G184600	0	0	0	0	0	0	0	0	0
GmISU01.19G184700	0	0	0	0	0	0	0	0	0
GmISU01.19G184800	1	1	2	1	2	0	0	1	0
GmISU01.19G184900	0	0	0	0	0	0	0	0	0
GmISU01.19G185000	0	0	0	0	0	0	0	0	0
GmISU01.19G185100	0	0	1	1	4	3	2	2	1
GmISU01.19G185200	0	0	0	0	0	0	0	0	0
GmISU01.19G185300	1	1	0	0	0	0	0	0	2
GmISU01.19G185400	0	0	0	0	0	0	0	0	0
GmISU01.19G185500	0	0	0	0	0	0	0	0	0
GmISU01.19G185600	0	0	0	0	0	0	0	0	0
GmISU01.19G185700	1	0	0	0	4	2	1	9	11
GmISU01.19G185800	0	0	0	0	0	0	0	0	0
GmISU01.19G185900	0	0	0	0	0	0	0	0	0
GmISU01.19G186000	0	0	0	0	0	0	0	0	0
GmISU01.19G186100	0	0	0	0	0	0	0	0	0
GmISU01.19G186200	0	0	0	0	0	0	0	0	0
GmISU01.19G186300	0	0	0	0	0	0	0	0	0
GmISU01.19G186400	0	0	0	0	0	0	0	0	0
GmISU01.19G186500	0	0	0	0	0	0	0	0	0
GmISU01.19G186600	0	0	0	0	0	0	0	0	0
GmISU01.19G186700	0	0	0	0	0	0	0	0	0
GmISU01.19G186800	0	0	0	0	0	0	0	0	0
GmISU01.19G186900	0	0	0	0	0	0	0	0	0
GmISU01.19G187000	0	0	0	0	0	0	0	0	0
GmISU01.19G187100	0	0	0	0	0	0	0	0	0
GmISU01.19G187200	0	0	0	0	0	0	0	0	0
