GeneName	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams-82-ISU-01-01	Williams-82-ISU-01-02	Williams-82-ISU-01-03	Williams-82-ISU-01-04	Williams-82-ISU-01-05
GmISU01.07G126300	0	0	0	0	1	0	0	0	0
GmISU01.07G126400	0	0	0	0	0	0	0	0	0
GmISU01.07G126500	0	0	0	0	0	0	0	0	0
GmISU01.07G126600	0	1	0	0	0	0	1	0	0
GmISU01.07G126700	0	0	0	0	0	0	0	0	0
GmISU01.07G126800	0	0	0	0	0	0	0	0	0
GmISU01.07G126900	0	0	0	0	0	0	0	0	0
GmISU01.07G127000	0	0	0	0	2	0	0	0	0
GmISU01.07G127100	13	9	16	9	17	7	9	18	16
GmISU01.07G127200	0	0	0	0	0	0	0	0	0
GmISU01.07G127300	0	0	0	0	0	0	0	0	0
GmISU01.07G127400	0	0	0	0	0	0	0	0	0
GmISU01.07G127500	0	0	0	0	0	0	0	0	0
GmISU01.07G127600	0	0	0	0	1	6	0	0	1
GmISU01.07G127700	0	0	0	0	0	0	0	0	0
GmISU01.07G127800	18	14	39	23	32	19	34	12	22
GmISU01.07G127900	0	0	0	0	0	0	0	0	0
GmISU01.07G128000	0	0	0	0	0	0	0	0	0
GmISU01.07G128100	0	0	0	0	0	0	0	0	0
GmISU01.07G128200	0	0	0	0	0	0	0	0	0
GmISU01.07G128300	0	0	0	0	0	0	0	0	0
GmISU01.07G128400	0	0	0	0	0	0	0	0	0
GmISU01.07G128500	0	0	0	0	0	0	0	0	0
GmISU01.07G128600	0	0	0	0	0	0	0	0	0
GmISU01.07G128700	0	0	0	0	0	0	0	0	0
GmISU01.07G128800	0	0	0	0	0	0	0	0	0
GmISU01.07G128900	0	0	3	1	5	3	2	6	6
GmISU01.07G129000	0	0	0	0	0	1	0	0	0
GmISU01.07G129100	0	0	0	0	0	0	0	0	0
GmISU01.07G129200	12	12	11	9	8	6	14	14	13
GmISU01.07G129300	0	0	0	0	0	0	0	0	0
GmISU01.07G129400	0	1	0	0	7	2	4	2	1
GmISU01.07G129500	0	0	0	0	0	0	1	0	0
GmISU01.07G129600	0	0	0	0	0	0	0	0	0
GmISU01.07G129700	0	0	0	0	0	0	0	0	0
GmISU01.07G129800	6	3	9	1	3	8	1	1	4
GmISU01.07G129900	0	0	0	0	0	0	0	0	0
GmISU01.07G130000	0	0	0	0	0	0	0	0	0
GmISU01.07G130100	0	0	0	0	0	0	0	0	0
GmISU01.07G130200	0	0	0	0	0	0	0	0	0
GmISU01.07G130300	0	0	0	0	0	0	0	0	0
GmISU01.07G130400	3	4	3	3	8	3	5	6	2
GmISU01.07G130500	14	17	8	3	16	6	21	26	27
GmISU01.07G130550	0	0	0	0	0	0	0	0	0
GmISU01.07G130600	0	0	1	1	8	7	7	4	6
GmISU01.07G130700	0	4	1	1	7	5	2	1	7
GmISU01.07G130800	8	4	8	3	11	7	3	4	1
GmISU01.07G130900	0	0	0	0	0	0	0	0	0
GmISU01.07G131000	0	0	0	0	0	0	0	0	0
GmISU01.07G131100	0	0	4	0	0	0	0	0	0
GmISU01.07G131200	0	0	0	0	0	0	0	0	0
GmISU01.07G131300	0	0	0	0	0	0	0	0	0
GmISU01.07G131400	0	0	0	0	0	0	0	0	0
GmISU01.07G131500	0	0	0	0	0	0	0	0	0
GmISU01.07G131600	0	0	0	0	0	0	0	0	0
GmISU01.07G131700	0	0	0	0	0	0	0	0	0
GmISU01.07G131800	0	0	0	0	0	0	0	0	0
GmISU01.07G131900	0	0	0	0	0	0	0	0	0
GmISU01.07G132000	0	0	0	0	0	0	0	0	0
GmISU01.07G132100	0	0	0	0	0	0	0	0	0
GmISU01.07G132200	0	0	0	0	0	0	0	0	0
GmISU01.07G132300	4	7	1	1	3	4	5	8	6
GmISU01.07G132400	0	0	1	0	1	0	0	2	0
GmISU01.07G132500	44	7	17	16	19	10	15	3	5
GmISU01.07G132600	0	0	0	0	0	0	0	0	0
GmISU01.07G132700	0	0	0	0	0	0	0	0	0
GmISU01.07G132800	0	0	0	0	0	0	0	0	0
GmISU01.07G132900	0	0	0	0	0	0	0	0	0
GmISU01.07G133000	0	0	0	0	0	0	0	0	0
GmISU01.07G133100	0	0	0	0	0	0	0	0	0
GmISU01.07G133200	0	0	0	0	0	0	0	0	0
GmISU01.07G133300	0	0	0	0	0	0	0	0	0
GmISU01.07G133400	0	0	0	0	0	0	0	0	0
GmISU01.07G133500	0	2	1	0	1	1	0	0	0
GmISU01.07G133600	0	0	0	0	0	0	0	0	0
GmISU01.07G133700	0	0	0	0	0	0	0	0	0
GmISU01.07G133800	0	0	0	0	0	0	0	0	0
GmISU01.07G133900	0	0	0	0	0	0	0	0	0
GmISU01.07G134000	0	0	0	0	0	0	0	0	0
GmISU01.07G134100	0	0	0	0	0	0	0	0	0
GmISU01.07G134200	0	0	0	0	0	0	0	0	0
GmISU01.07G134300	0	0	0	0	0	0	0	0	0
GmISU01.07G134400	0	0	0	0	0	0	0	0	0
GmISU01.07G134500	0	0	0	0	0	0	0	0	0
GmISU01.07G134600	0	0	0	0	0	0	0	0	0
GmISU01.07G134700	0	0	0	0	0	0	0	0	0
GmISU01.07G134800	0	0	0	0	0	0	0	0	0
GmISU01.07G134900	0	0	0	0	0	0	0	0	0
GmISU01.07G135000	0	0	0	0	0	0	0	0	0
GmISU01.07G135100	0	0	0	0	0	0	0	0	0
GmISU01.07G135200	0	0	0	0	0	0	0	0	0
GmISU01.07G135300	0	0	0	0	0	0	0	0	0
GmISU01.07G135400	0	0	0	0	0	0	0	0	0
GmISU01.07G135500	0	0	0	0	0	0	0	0	0
GmISU01.07G135600	0	0	0	0	0	0	0	0	0
GmISU01.07G135700	0	0	0	0	0	0	0	0	0
GmISU01.07G135800	0	0	0	0	0	0	0	0	0
GmISU01.07G135900	0	0	0	0	0	0	0	0	0
GmISU01.07G136000	0	0	0	0	0	0	0	0	0
GmISU01.07G136100	0	0	0	0	0	0	0	0	0
GmISU01.07G136200	0	0	0	0	0	0	0	0	0
GmISU01.07G136300	0	0	0	0	0	0	0	1	0
GmISU01.07G136400	0	0	0	0	0	0	0	0	0
GmISU01.07G136500	0	0	0	0	0	0	0	0	0
GmISU01.07G136600	0	0	0	0	0	0	0	0	0
GmISU01.07G136700	0	0	0	0	0	0	0	0	0
GmISU01.07G136800	0	0	0	0	0	0	0	0	0
GmISU01.07G136900	0	0	0	0	0	0	0	0	0
GmISU01.07G137000	0	0	0	0	0	0	0	0	0
GmISU01.07G137100	0	0	0	0	0	0	0	0	0
GmISU01.07G137200	0	0	0	0	0	0	0	0	0
GmISU01.07G137300	0	0	0	0	0	0	0	0	0
GmISU01.07G137400	0	0	0	0	0	0	0	0	0
GmISU01.07G137500	0	0	0	0	0	0	0	0	0
GmISU01.07G137600	0	0	0	0	0	0	0	0	0
GmISU01.07G137700	0	0	0	0	0	0	0	0	0
GmISU01.07G137800	0	0	0	0	0	0	0	0	0
GmISU01.07G137900	0	0	0	0	0	0	0	0	0
GmISU01.07G138000	0	0	0	0	0	0	0	0	0
GmISU01.07G138100	0	0	0	0	0	0	0	0	0
GmISU01.07G138150	0	0	0	0	0	0	0	0	0
GmISU01.07G138200	0	0	0	0	0	0	0	0	0
GmISU01.07G138233	0	0	0	0	0	0	0	0	0
GmISU01.07G138266	0	0	0	0	0	0	0	0	0
GmISU01.07G138300	0	0	0	0	0	0	0	0	0
GmISU01.07G138400	0	0	0	0	0	0	0	0	0
GmISU01.07G138500	0	0	0	0	0	0	0	0	0
GmISU01.07G138550	0	0	0	0	0	0	0	0	0
GmISU01.07G138600	0	0	0	0	0	0	0	0	0
GmISU01.07G138700	0	0	0	0	0	0	0	0	0
GmISU01.07G138800	0	0	0	0	0	0	0	0	0
GmISU01.07G138900	0	0	0	0	0	0	0	0	0
GmISU01.07G139000	0	0	0	0	0	0	0	0	0
GmISU01.07G139100	0	0	0	0	0	0	0	0	0
GmISU01.07G139200	0	0	0	0	0	0	0	0	0
GmISU01.07G139300	0	0	0	0	0	0	0	0	0
GmISU01.07G139400	0	0	0	0	0	0	0	0	0
GmISU01.07G139450	0	0	0	0	0	0	0	0	0
GmISU01.07G139500	0	0	0	0	0	0	0	0	0
GmISU01.07G139600	0	0	0	0	1	0	0	0	0
GmISU01.07G139700	0	0	0	0	0	0	0	0	0
GmISU01.07G139800	0	0	0	0	0	0	0	0	0
GmISU01.07G139900	0	0	0	0	0	0	0	0	0
GmISU01.07G140000	0	0	0	0	0	0	0	0	0
GmISU01.07G140100	0	0	0	0	0	0	0	0	0
GmISU01.07G140200	0	0	0	0	0	0	0	0	0
GmISU01.07G140300	13	24	22	20	31	15	55	29	44
GmISU01.07G140400	0	0	0	0	0	0	0	0	0
GmISU01.07G140500	0	0	0	0	0	0	0	0	0
GmISU01.07G140600	0	0	0	0	1	0	0	0	0
GmISU01.07G140700	0	0	0	0	0	0	0	0	0
GmISU01.07G140800	0	0	0	0	0	0	0	0	0
GmISU01.07G140900	0	0	0	0	0	0	0	0	0
GmISU01.07G141000	0	0	0	0	0	0	0	0	0
GmISU01.07G141100	0	0	0	0	0	0	0	0	0
GmISU01.07G141200	3	7	15	7	89	33	54	22	41
GmISU01.07G141300	0	0	0	0	0	0	0	0	0
GmISU01.07G141350	0	0	0	0	0	0	0	0	0
GmISU01.07G141400	0	0	0	0	0	0	0	0	0
GmISU01.07G141500	0	0	0	0	0	0	0	0	0
GmISU01.07G141600	0	0	0	0	0	0	0	0	0
GmISU01.07G141700	0	0	0	0	0	0	0	0	0
GmISU01.07G141800	0	0	0	0	0	0	0	0	0
GmISU01.07G141900	0	0	0	0	0	0	0	0	0
GmISU01.07G142000	0	0	0	0	0	0	0	0	0
GmISU01.07G142100	0	0	0	0	0	0	0	0	0
GmISU01.07G142200	0	0	0	0	0	0	0	0	0
GmISU01.07G142300	0	0	0	0	0	0	0	0	0
GmISU01.07G142400	0	0	0	0	0	0	0	0	0
GmISU01.07G142500	0	0	0	0	0	0	0	0	0
GmISU01.07G142600	0	0	0	0	0	0	0	0	0
GmISU01.07G142700	0	0	0	0	0	0	0	0	0
GmISU01.07G142800	0	0	0	0	0	0	0	0	0
GmISU01.07G142900	0	0	0	0	0	0	0	0	0
GmISU01.07G142950	0	0	0	0	0	0	0	0	0
GmISU01.07G143000	0	0	0	0	0	0	0	0	0
GmISU01.07G143100	0	0	0	0	0	0	0	0	0
GmISU01.07G143200	0	0	0	0	0	0	0	0	0
GmISU01.07G143300	0	0	0	0	0	0	0	0	0
GmISU01.07G143400	0	0	0	0	0	0	0	0	0
GmISU01.07G143501	0	0	0	0	0	0	0	0	0
GmISU01.07G143600	0	0	0	0	0	0	0	0	0
GmISU01.07G143700	0	0	0	0	0	0	0	0	0
GmISU01.07G143800	0	0	0	0	0	0	0	0	0
GmISU01.07G143900	0	0	0	0	0	0	0	0	0
GmISU01.07G144000	0	0	0	0	0	0	0	0	0
GmISU01.07G144100	0	0	0	0	0	0	0	0	0
GmISU01.07G144200	0	0	0	0	0	0	0	0	0
GmISU01.07G144300	0	0	0	0	0	0	0	0	0
GmISU01.07G144400	0	0	0	0	0	0	0	0	0
GmISU01.07G144500	0	0	0	0	0	0	0	0	0
GmISU01.07G144550	0	0	0	0	0	0	0	0	0
GmISU01.07G144600	0	0	0	0	0	0	0	0	0
GmISU01.07G144700	0	0	0	0	0	0	0	0	0
GmISU01.07G144750	0	0	0	0	0	0	0	0	0
GmISU01.07G144800	0	0	0	0	0	0	0	0	0
GmISU01.07G144900	0	0	0	0	0	0	0	0	0
GmISU01.07G145000	0	0	0	0	0	0	0	0	0
GmISU01.07G145100	0	0	0	0	0	0	0	0	0
GmISU01.07G145200	0	0	0	0	0	0	0	0	0
GmISU01.07G145300	0	0	0	0	0	0	0	0	0
GmISU01.07G145400	0	0	0	0	0	0	0	0	0
GmISU01.07G145500	0	0	0	0	0	0	0	0	0
GmISU01.07G145600	0	0	0	0	0	0	0	0	0
GmISU01.07G145700	0	0	0	0	0	0	0	0	0
GmISU01.07G145800	0	0	0	0	0	0	0	0	0
GmISU01.07G145850	0	0	0	0	0	0	0	0	0
GmISU01.07G145900	0	0	0	0	0	0	0	0	0
GmISU01.07G146000	0	0	0	0	0	0	0	0	0
GmISU01.07G146100	0	0	0	0	0	0	0	0	0
GmISU01.07G146200	0	0	0	0	0	0	0	0	0
GmISU01.07G146300	0	0	0	0	0	0	0	0	0
GmISU01.07G146400	0	0	0	0	0	0	0	0	0
GmISU01.07G146500	0	0	0	0	0	0	0	0	0
GmISU01.07G146600	0	0	0	0	0	0	0	0	0
GmISU01.07G146700	0	0	0	0	0	0	0	0	0
GmISU01.07G146800	0	0	0	0	0	0	0	0	0
GmISU01.07G146900	0	0	0	0	0	0	0	0	0
GmISU01.07G147000	0	0	0	0	0	0	0	0	0
GmISU01.07G147100	0	0	0	0	0	0	0	0	0
GmISU01.07G147200	0	0	0	0	0	0	0	0	0
GmISU01.07G147300	0	0	0	0	0	0	0	0	0
GmISU01.07G147400	0	0	0	0	0	0	0	0	0
GmISU01.07G147500	0	0	0	0	0	0	0	0	0
GmISU01.07G147600	0	0	0	0	0	0	0	0	0
GmISU01.07G147700	0	0	0	0	0	0	0	0	0
GmISU01.07G147800	0	0	0	0	0	0	0	0	0
GmISU01.07G147900	0	0	0	0	0	0	0	0	0
GmISU01.07G148000	0	0	0	0	0	0	0	0	0
GmISU01.07G148100	0	0	0	0	0	0	0	0	0
GmISU01.07G148200	0	0	0	0	0	0	0	0	0
GmISU01.07G148300	2	2	0	0	0	1	2	2	1
GmISU01.07G148400	0	0	0	0	0	0	0	0	0
GmISU01.07G148500	0	0	0	0	0	0	0	0	0
GmISU01.07G148600	0	0	0	1	2	0	1	1	9
GmISU01.07G148700	0	0	0	0	0	0	0	0	0
GmISU01.07G148800	0	0	0	0	0	0	0	0	0
GmISU01.07G148900	0	0	0	0	0	0	0	0	0
GmISU01.07G149000	0	0	0	1	0	0	0	0	0
GmISU01.07G149100	0	0	0	0	0	0	0	0	3
GmISU01.07G149200	0	0	0	0	0	0	0	0	0
GmISU01.07G149300	0	0	0	0	0	0	0	1	0
GmISU01.07G149400	0	0	0	0	0	0	0	0	0
GmISU01.07G149500	0	1	0	0	0	0	0	1	0
GmISU01.07G149600	0	0	0	0	0	0	0	0	0
GmISU01.07G149700	3	1	0	0	2	0	3	1	1
GmISU01.07G149800	0	0	0	0	0	0	0	0	0
GmISU01.07G149900	3	3	5	4	4	1	0	3	2
GmISU01.07G150000	0	0	0	0	0	0	0	0	0
GmISU01.07G150100	0	0	0	0	0	0	0	0	0
GmISU01.07G150200	0	0	0	0	0	0	0	0	0
GmISU01.07G150300	0	0	0	0	0	0	0	0	0
GmISU01.07G150400	0	0	0	0	0	0	0	0	0
GmISU01.07G150500	0	0	0	0	0	0	0	0	0
GmISU01.07G150600	0	0	0	0	0	0	0	0	0
GmISU01.07G150650	8	4	5	11	16	17	26	7	14
GmISU01.07G150700	3	8	7	10	26	28	34	44	34
GmISU01.07G150800	0	0	0	0	0	0	0	0	0
GmISU01.07G150900	0	0	0	0	0	0	0	0	0
GmISU01.07G151000	0	0	0	0	0	0	0	0	0
GmISU01.07G151100	0	0	0	0	0	0	0	5	2
GmISU01.07G151200	0	0	0	0	0	0	0	0	0
GmISU01.07G151300	0	0	1	0	0	0	0	0	0
GmISU01.07G151400	0	0	0	0	0	0	0	0	0
GmISU01.07G151500	0	0	0	0	0	0	0	0	0
GmISU01.07G151600	5	0	0	0	0	0	0	0	0
GmISU01.07G151700	0	0	0	0	0	0	0	1	0
GmISU01.07G151800	0	0	0	0	1	0	0	0	0
GmISU01.07G151900	0	0	0	0	0	0	0	0	0
GmISU01.07G152000	0	0	0	0	1	0	0	0	0
GmISU01.07G152100	7	1	2	4	0	0	0	0	0
GmISU01.07G152200	0	0	0	0	0	0	0	0	0
GmISU01.07G152300	0	0	0	0	0	0	0	0	0
GmISU01.07G152400	0	0	0	0	0	0	0	0	0
GmISU01.07G152500	0	0	0	0	0	0	0	0	0
GmISU01.07G152600	0	0	0	0	0	0	0	0	0
GmISU01.07G152700	0	0	0	0	0	0	0	0	0
GmISU01.07G152800	0	0	0	0	0	0	0	0	0
GmISU01.07G152900	0	0	0	0	0	0	0	0	0
GmISU01.07G153000	0	0	0	0	0	0	0	0	0
GmISU01.07G153100	0	0	0	0	0	0	0	0	0
GmISU01.07G153200	0	0	0	0	0	0	0	0	0
GmISU01.07G153300	0	0	0	0	0	0	0	0	0
GmISU01.07G153400	0	0	0	0	0	0	0	0	0
GmISU01.07G153500	0	2	1	2	8	1	1	5	3
GmISU01.07G153600	32	28	25	37	43	46	46	46	46
GmISU01.07G153700	0	0	0	0	0	0	0	0	0
GmISU01.07G153800	0	0	0	0	0	0	0	0	0
GmISU01.07G153900	0	0	0	0	0	0	0	0	0
GmISU01.07G154000	0	0	0	0	0	0	0	0	0
GmISU01.07G154100	0	0	0	0	0	0	0	0	0
GmISU01.07G154200	0	0	0	0	0	0	0	0	0
GmISU01.07G154300	0	0	0	0	0	0	0	0	0
GmISU01.07G154400	1	3	1	2	16	28	9	33	19
GmISU01.07G154500	0	0	0	1	0	0	0	2	0
GmISU01.07G154600	14	14	20	22	22	19	16	19	39
GmISU01.07G154700	0	2	0	0	3	5	1	1	2
GmISU01.07G154800	0	0	0	0	0	0	0	0	0
GmISU01.07G154900	5	5	3	1	10	5	16	10	15
GmISU01.07G155000	1	3	2	2	5	8	5	14	6
GmISU01.07G155100	0	5	0	1	2	4	2	4	5
GmISU01.07G155200	4	8	8	4	8	6	6	8	11
GmISU01.07G155300	0	0	0	0	0	0	0	0	0
GmISU01.07G155400	0	0	0	0	0	0	0	0	0
GmISU01.07G155500	0	0	0	0	0	0	0	0	0
GmISU01.07G155600	0	0	0	0	0	0	0	1	0
GmISU01.07G155700	0	0	0	0	0	0	0	0	0
GmISU01.07G155800	0	0	0	0	0	0	0	0	0
GmISU01.07G155900	0	0	0	0	0	0	0	0	0
GmISU01.07G156000	0	0	0	0	0	0	0	0	0
GmISU01.07G156100	0	0	0	0	0	0	0	0	0
GmISU01.07G156200	0	0	0	0	0	0	0	0	0
GmISU01.07G156300	0	0	0	0	0	0	0	0	0
GmISU01.07G156400	0	0	0	0	0	0	0	0	0
GmISU01.07G156500	0	0	0	0	0	0	0	0	0
GmISU01.07G156600	0	0	0	0	0	0	0	0	0
GmISU01.07G156700	0	0	0	0	0	0	0	0	0
GmISU01.07G156800	0	0	0	0	0	0	0	0	0
GmISU01.07G156900	0	0	0	0	0	0	0	0	0
GmISU01.07G157000	0	0	0	0	0	0	0	0	0
GmISU01.07G157100	0	0	0	0	0	0	0	0	0
GmISU01.07G157200	0	0	0	0	0	0	0	0	0
GmISU01.07G157300	0	0	0	0	0	0	0	0	0
GmISU01.07G157400	0	0	0	0	0	0	0	0	0
GmISU01.07G157500	0	0	0	0	0	0	0	0	0
GmISU01.07G157600	0	0	0	0	0	0	0	0	0
GmISU01.07G157700	2	1	0	0	0	2	3	1	1
GmISU01.07G157800	0	0	0	0	0	0	0	0	0
GmISU01.07G157900	0	0	0	0	0	0	0	0	0
GmISU01.07G158000	0	0	0	0	2	1	0	3	2
GmISU01.07G158100	0	0	0	0	0	0	0	0	0
GmISU01.07G158200	0	0	0	0	0	0	0	0	0
GmISU01.07G158300	0	0	0	0	0	0	0	0	0
GmISU01.07G158400	0	0	0	0	0	0	0	0	0
GmISU01.07G158500	0	0	0	0	0	0	0	0	0
GmISU01.07G158600	0	0	0	0	0	0	0	0	0
GmISU01.07G158700	0	0	0	0	0	0	0	0	0
GmISU01.07G158800	66	43	86	51	66	49	70	39	47
GmISU01.07G158900	0	0	0	0	0	0	0	0	0
GmISU01.07G159000	0	0	0	0	0	0	0	0	0
GmISU01.07G159100	0	1	0	1	3	1	2	0	3
GmISU01.07G159200	0	0	0	0	0	0	0	0	0
GmISU01.07G159300	0	0	0	0	0	0	0	0	0
GmISU01.07G159400	2	1	3	1	0	1	1	0	0
GmISU01.07G159500	0	0	0	0	0	0	0	0	0
GmISU01.07G159600	0	1	0	0	0	0	0	0	0
GmISU01.07G159700	0	0	0	0	0	0	0	0	0
GmISU01.07G159800	0	0	0	0	0	0	0	0	0
GmISU01.07G159900	0	1	0	0	0	0	0	0	0
GmISU01.07G160000	0	0	0	0	0	0	0	0	0
GmISU01.07G160100	0	0	0	0	0	0	0	0	0
GmISU01.07G160200	0	0	1	0	0	0	0	0	0
GmISU01.07G160300	0	0	0	0	0	0	0	0	0
GmISU01.07G160400	0	0	0	0	0	0	0	0	0
GmISU01.07G160500	0	0	0	0	0	0	0	0	0
GmISU01.07G160600	0	0	0	0	0	0	0	0	0
GmISU01.07G160700	0	0	0	0	0	0	0	0	0
GmISU01.07G160800	0	0	1	0	0	0	2	0	0
GmISU01.07G160900	0	0	0	0	0	0	0	0	0
GmISU01.07G161000	0	0	0	0	0	0	0	0	0
GmISU01.07G161100	0	0	0	0	0	0	0	0	0
GmISU01.07G161200	0	0	0	0	0	0	0	0	0
GmISU01.07G161300	3	2	0	0	0	0	2	0	0
GmISU01.07G161400	0	0	0	0	0	0	0	0	0
GmISU01.07G161500	0	0	0	0	0	0	0	0	0
GmISU01.07G161600	4	4	2	3	3	5	6	7	6
GmISU01.07G161700	0	0	0	0	0	0	0	0	0
GmISU01.07G161800	0	0	0	0	0	0	0	1	0
GmISU01.07G161900	0	0	0	0	0	0	1	0	0
GmISU01.07G162000	0	0	0	0	0	0	0	0	0
GmISU01.07G162100	0	0	0	0	0	0	0	0	0
GmISU01.07G162200	0	0	0	0	0	0	0	0	0
GmISU01.07G162300	0	3	2	0	4	4	7	5	6
GmISU01.07G162400	0	0	0	0	0	0	0	0	0
GmISU01.07G162500	0	0	0	0	0	0	0	0	0
GmISU01.07G162600	0	0	0	0	0	0	0	0	0
GmISU01.07G162700	104	110	94	95	114	94	130	153	160
GmISU01.07G162800	0	0	0	0	0	0	0	0	0
GmISU01.07G162850	1	1	2	0	0	2	0	1	0
GmISU01.07G162900	0	0	0	0	0	0	0	0	0
GmISU01.07G163000	0	0	0	0	0	0	0	0	0
GmISU01.07G163100	0	0	0	0	0	0	0	0	0
GmISU01.07G163200	0	0	0	0	0	0	0	0	0
GmISU01.07G163300	0	0	0	0	0	0	0	0	0
GmISU01.07G163350	0	0	0	0	0	0	0	0	0
GmISU01.07G163400	0	0	0	0	1	0	1	0	0
GmISU01.07G163500	0	0	0	0	0	0	0	0	0
GmISU01.07G163600	0	0	0	0	0	0	0	0	0
GmISU01.07G163700	0	0	0	0	0	0	0	0	0
GmISU01.07G163800	1	0	4	0	2	2	1	2	0
GmISU01.07G163900	0	0	0	0	0	0	3	0	0
GmISU01.07G164000	0	0	0	0	0	0	0	0	0
GmISU01.07G164100	0	0	0	0	0	0	0	0	0
GmISU01.07G164200	0	0	1	0	3	2	0	0	0
GmISU01.07G164300	0	0	0	0	0	0	0	0	0
GmISU01.07G164400	0	0	0	0	0	0	0	0	0
GmISU01.07G164500	0	0	0	0	0	0	0	0	0
GmISU01.07G164600	0	0	0	0	0	0	0	0	0
GmISU01.07G164700	0	0	0	0	0	0	0	0	0
GmISU01.07G164800	0	0	0	0	0	0	0	0	0
GmISU01.07G164900	2	0	2	0	3	0	0	0	0
GmISU01.07G165000	0	0	0	0	0	0	0	0	0
GmISU01.07G165100	0	1	0	0	0	0	0	0	0
GmISU01.07G165200	0	0	0	0	0	0	0	0	0
GmISU01.07G165300	12	30	22	21	26	15	19	31	23
GmISU01.07G165400	0	0	0	0	0	0	0	0	0
GmISU01.07G165500	0	0	0	0	0	0	0	0	0
GmISU01.07G165600	0	0	0	0	0	0	0	0	0
GmISU01.07G165700	0	0	0	0	0	0	0	0	0
GmISU01.07G165800	0	0	0	0	0	0	0	0	0
GmISU01.07G165900	0	0	0	0	0	0	0	0	0
GmISU01.07G166000	0	0	0	0	0	0	0	0	0
GmISU01.07G166100	0	0	0	0	0	0	0	0	0
GmISU01.07G166200	0	0	0	0	0	0	0	0	0
GmISU01.07G166300	0	0	0	0	0	0	0	0	0
GmISU01.07G166400	29	32	17	20	31	28	39	56	47
GmISU01.07G166500	0	0	0	0	0	0	0	0	0
GmISU01.07G166600	0	0	0	0	0	0	0	2	0
GmISU01.07G166700	0	1	0	0	0	0	0	0	0
GmISU01.07G166800	0	0	0	0	0	0	0	0	0
GmISU01.07G166900	1	1	0	0	0	1	1	0	0
GmISU01.07G167000	0	0	0	0	0	0	0	0	0
GmISU01.07G167100	0	0	0	0	0	0	0	0	0
GmISU01.07G167200	0	0	0	0	0	0	0	0	0
GmISU01.07G167300	0	1	0	0	0	0	0	0	1
GmISU01.07G167400	0	0	0	0	0	0	0	0	0
GmISU01.07G167500	7	15	5	4	9	10	5	17	11
GmISU01.07G167600	0	0	0	0	0	0	0	0	0
GmISU01.07G167700	0	0	0	0	0	1	1	0	0
GmISU01.07G167800	0	0	0	0	0	0	0	0	0
GmISU01.07G167900	0	0	0	0	0	0	0	0	0
GmISU01.07G168000	0	0	0	0	0	0	0	0	0
GmISU01.07G168100	0	0	0	0	0	0	0	0	0
GmISU01.07G168200	0	0	0	0	0	0	0	0	0
GmISU01.07G168300	0	0	0	0	0	0	0	0	0
GmISU01.07G168400	0	0	0	0	0	0	0	0	0
GmISU01.07G168500	0	0	0	0	0	1	1	0	0
GmISU01.07G168600	0	0	0	0	0	0	0	0	0
GmISU01.07G168700	0	0	0	0	0	0	1	2	0
GmISU01.07G168800	0	0	0	0	0	0	0	0	0
GmISU01.07G168900	0	0	0	0	0	0	0	0	0
GmISU01.07G169000	0	0	0	0	0	0	0	0	0
GmISU01.07G169100	0	0	0	0	0	0	0	0	0
GmISU01.07G169200	0	0	0	0	0	0	0	0	0
GmISU01.07G169300	0	0	0	0	0	0	0	0	0
GmISU01.07G169400	0	0	0	0	0	1	0	0	0
GmISU01.07G169500	0	0	0	0	0	0	0	0	0
GmISU01.07G169600	0	0	0	0	0	0	0	0	0
GmISU01.07G169700	0	0	0	0	0	0	0	0	0
GmISU01.07G169800	0	0	0	0	0	0	0	0	0
GmISU01.07G169900	0	0	1	1	0	0	0	0	0
GmISU01.07G170000	0	0	0	0	0	0	0	0	0
GmISU01.07G170100	0	0	0	0	0	0	0	0	0
GmISU01.07G170200	0	0	0	0	0	0	0	0	0
GmISU01.07G170300	0	0	0	0	0	0	0	0	0
GmISU01.07G170400	4	7	13	17	11	11	8	5	8
GmISU01.07G170500	0	0	0	0	0	0	0	0	0
GmISU01.07G170600	0	0	0	0	0	0	0	0	0
GmISU01.07G170700	0	0	0	0	0	0	0	0	0
GmISU01.07G170800	0	0	0	0	0	0	0	0	0
GmISU01.07G170900	0	0	0	0	0	0	0	0	0
GmISU01.07G171000	0	0	0	0	0	0	0	0	0
GmISU01.07G171100	0	0	0	1	0	0	0	0	0
GmISU01.07G171200	0	0	0	0	0	0	0	0	0
GmISU01.07G171250	0	0	0	0	0	0	0	0	0
GmISU01.07G171300	0	0	0	0	0	0	0	0	0
GmISU01.07G171400	0	0	0	0	0	0	0	0	0
GmISU01.07G171500	3	5	5	1	8	6	9	8	6
GmISU01.07G171600	0	0	0	0	0	0	0	0	0
GmISU01.07G171700	0	0	0	0	0	0	0	0	0
GmISU01.07G171800	0	0	0	0	0	0	0	0	0
GmISU01.07G171900	0	0	0	0	0	0	0	0	0
GmISU01.07G172000	0	0	0	0	0	0	0	0	0
GmISU01.07G172100	0	0	0	0	0	0	0	0	0
GmISU01.07G172200	10	8	5	8	7	7	17	5	4
GmISU01.07G172300	0	0	0	0	0	0	0	0	0
GmISU01.07G172400	0	0	0	0	0	0	0	0	0
GmISU01.07G172500	0	0	0	0	0	0	0	0	0
GmISU01.07G172600	7	3	4	2	3	1	4	2	8
