genes	X3MR_10	X3MR_12	X6MR_2	X6MR_9	Jack.01	Jack.02_B03	Jack.02_B07	Jack.04	Jack.05
GmISU01.01G005300.v2.1	6.58699574087944	6.38711423410744	7.920181646687	6.35990844588087	6.9263704950522	7.18187614052537	7.0108282008612	6.76418586525359	7.11883056877506
GmISU01.01G005400.v2.1	5.16314296584001	5.95671715809493	6.64942467264807	6.01645141031219	5.78620336717331	6.36922155062878	6.96745864390734	7.03340350722653	6.66139963122555
GmISU01.01G005900.v2.1	0.730111113151099	4.06791248658041	0.730111113151099	0.730111113151101	0.730111113151099	2.87646438427935	2.45363175984301	3.40309450804281	2.34824134709906
GmISU01.01G006000.v2.1	2.9428315711359	4.99474252255465	3.9601514430581	4.67716145432488	4.57334657004731	2.87646438427935	3.40192473349268	4.1708890634613	3.77348930858749
GmISU01.01G007800.v2.1	6.78406391171258	6.27091841465168	6.12505100553355	5.18819862021942	5.68631852387654	6.06679951721533	5.53031148947471	5.38538272333538	5.9481545746421
GmISU01.01G008200.v2.1	0.730111113151099	0.730111113151101	0.730111113151099	2.58707255210608	1.80920772919755	2.87646438427935	0.730111113151101	0.730111113151099	2.7673717069028
GmISU01.01G008300.v2.1	1.87535064671325	3.63846189555749	3.9601514430581	4.54898166456167	4.19143202702976	4.52208402781751	5.00953082726944	4.82876640902055	5.09907555136743
GmISU01.01G008400.v2.1	4.30378333373451	4.39841982264342	4.40096488822474	3.64775248257715	4.03778762361778	3.85293538109811	3.71328525938119	4.1708890634613	4.36048525873711
GmISU01.01G008800.v2.1	7.94775943573803	7.97781270176451	10.3722640395755	8.61096986533409	8.52731760783956	9.84061740797567	10.2098522257471	9.90772409118983	9.92670023140155
GmISU01.01G008900.v2.1	6.95741974573003	7.21397990561055	6.78293880857933	7.13811047560162	7.54095613682337	6.8675784661255	6.95270748193591	6.74431803352303	7.18839976705988
GmISU01.01G009200.v2.1	0.730111113151099	2.57932494464582	2.85217971302475	1.93876542824582	0.730111113151099	1.62290493616833	0.730111113151101	1.65325603415002	0.730111113151101
GmISU01.01G009600.v2.1	3.77816783378112	1.93269743766592	0.730111113151099	2.58707255210608	1.80920772919755	2.56615843724737	2.07206393116335	1.65325603415002	1.75505812597562
GmISU01.01G009700.v2.1	2.50564929418431	0.730111113151101	4.19732931865862	4.40829301823621	4.19143202702976	3.1316983488063	3.56598842215967	2.92702580048574	3.57997187417307
GmISU01.01G009800.v2.1	6.61685069330443	7.40985127543047	7.60690910884883	7.0461332443295	6.63637098871185	7.16768565427533	7.12048432072366	7.24613705109275	7.36403691321675
GmISU01.01G010800.v2.1	0.730111113151099	0.730111113151101	0.730111113151099	0.730111113151101	0.730111113151099	2.56615843724737	1.55179771424122	0.730111113151099	0.730111113151101
GmISU01.01G011200.v2.1	0.730111113151099	0.730111113151101	1.60847877776619	0.730111113151101	1.80920772919755	2.17028551607243	3.00432963442939	2.21166260905705	2.34824134709906
GmISU01.01G011300.v2.1	1.87535064671325	3.02423390563672	3.51001361329548	0.730111113151101	3.44459044665279	3.53692560993967	4.08197301880068	3.59280268107339	3.77348930858749
GmISU01.01G012300.v2.1	5.6980042421917	5.61926420026057	5.69259493063182	6.19837657509852	5.12440773592742	5.42199595205786	5.84982945729971	5.62152159159948	5.77806054595605
GmISU01.01G012900.v2.1	4.44361834321792	4.53903046453342	5.39177700948587	5.00490008255863	5.19879490169623	5.42199595205786	4.76127878805057	4.58247617463481	5.36251584609336
GmISU01.01G013500.v2.1	6.32290634156573	6.77616442123211	6.66927142274238	6.63711904176539	7.1110611563269	6.48819136134167	6.35510909577289	6.43293294162287	6.39329810340862
GmISU01.01G013600.v2.1	4.14892552029932	4.39841982264342	2.15050640238339	3.87860881783066	4.57334657004731	3.53692560993967	0.730111113151101	2.92702580048574	3.57997187417307
GmISU01.01G013900.v2.1	1.87535064671325	3.36379243570929	3.32221292126478	2.58707255210608	0.730111113151099	0.730111113151101	3.00432963442939	0.730111113151099	2.7673717069028
GmISU01.01G014100.v2.1	4.14892552029932	4.39841982264342	3.51001361329548	3.64775248257715	4.45692490198827	3.34849309085556	4.08197301880068	3.76043928255106	2.34824134709906
GmISU01.01G014400.v2.1	5.51985221642774	4.89358942988981	5.29289955702084	5.75111412618692	4.87502960797373	5.64324578597523	4.76127878805057	4.75124921048215	4.86418040851817
GmISU01.01G014600.v2.1	2.9428315711359	2.57932494464582	2.54358760202904	0.730111113151101	0.730111113151099	0.730111113151101	0.730111113151101	1.65325603415002	0.730111113151101
GmISU01.01G015300.v2.1	3.77816783378112	3.86910799259265	2.15050640238339	3.64775248257715	1.80920772919755	1.62290493616833	2.75509888759468	2.92702580048574	3.57997187417307
GmISU01.01G015400.v2.1	6.04402853031944	6.42385562096481	5.3431852084027	9.49067290563171	4.87502960797373	4.42996882646231	5.40587479009954	6.13021324702799	5.16958085916655
GmISU01.01G015500.v2.1	1.87535064671325	1.93269743766592	3.32221292126478	3.03276901877297	1.80920772919755	2.87646438427935	2.07206393116335	2.21166260905705	2.34824134709906
GmISU01.01G015900.v2.1	1.87535064671325	0.730111113151101	0.730111113151099	0.730111113151101	0.730111113151099	0.730111113151101	2.07206393116335	2.61323655988974	1.75505812597562
GmISU01.01G016300.v2.1	9.03975681166806	9.60922975483157	9.19397694876816	9.39603977186142	8.60459871852929	8.42694770113971	7.45998382647862	8.89001130181651	9.08776668927771
GmISU01.01G017100.v2.1	3.9754241569277	1.93269743766592	2.54358760202904	1.93876542824582	1.80920772919755	1.62290493616833	2.45363175984301	2.61323655988974	3.09174995627017
GmISU01.01G017500.v2.1	3.27788518944309	3.02423390563672	4.49292900263907	2.58707255210608	3.86580835538075	4.11201070650994	3.96923136930172	2.61323655988974	2.34824134709906
GmISU01.01G017900.v2.1	0.730111113151099	0.730111113151101	2.15050640238339	0.730111113151101	0.730111113151099	1.62290493616833	2.45363175984301	0.730111113151099	0.730111113151101
GmISU01.01G018200.v2.1	6.55650989515061	6.27091841465168	7.28547719826248	5.91609370214638	6.05005217392141	5.76134874085143	6.21379312412452	5.66444197009617	6.13594646336336
