genes	Bert.01	Bert.02	Bert.03	Bert.04	Bert.05	WPT0579.03	WPT641.F.3.3	WPT641.F.3.4	WPT642.F.1.3	WPT642.L.6.4	WPT642.L.9.3	WPT647.L.10.2	WPT647.L.10.3	WPT647.L.12.3	WPT648.L.7.4	WPT649.F.1.2	WPT650.L.1.3	WPT650.L.5.3	WPT651.L.3.3	WPT651.L.5.3	WPT651.L.9.1	WPT651.L.9.3	WPT652.F.9.3	WPT652.L.10.3
GmISU01.01G008200.v2.1	0.57272968899687	0.57272968899687	2.49696852877966	0.57272968899687	0.57272968899687	2.23341956381918	1.49620523787929	0.57272968899687	1.33475849655222	2.07953631460402	0.57272968899687	0.57272968899687	0.57272968899687	2.00120941353948	1.71914354078188	1.46941555489629	1.69549132409064	0.57272968899687	0.57272968899687	0.57272968899687	0.57272968899687	3.45365931340704	0.57272968899687	0.57272968899687
GmISU01.01G008300.v2.1	4.9082514015688	4.47171348165907	6.2007159030219	2.90112227640412	4.99902921920107	4.92711772282977	6.00381484625084	4.60656812986998	5.45687946827022	5.58666771955094	5.45222873542338	5.89578156804954	4.60368212183174	5.04166263151587	5.36453603008372	5.1215601908786	5.25812709185271	5.4496524976048	5.80456353565503	4.46190236608705	5.25652192803131	4.7407825120464	4.61979514701576	4.51569637673185
GmISU01.01G008400.v2.1	4.13271121543804	4.03895227350565	4.06454093123234	3.24249862961743	4.58642034733711	3.47673783681919	3.60367170727788	4.7666733266074	4.53743786487753	4.78195922191374	4.44962008273466	3.59004168417215	3.77201840207777	4.25546084454414	4.53282945756051	4.28036258061799	4.79495565900749	4.70669629300355	4.99502333711831	4.56987021642368	3.83454598555917	4.11007675250055	4.51157251860547	4.29164360050805
GmISU01.01G008800.v2.1	9.23939670847288	10.6230078210929	9.74243804904815	6.82228533699842	9.19831610315057	9.45942117943187	10.6997722907705	7.38654859812491	10.3910760861348	9.68287377151499	8.87123578358214	10.7836946336416	8.7348887149595	9.99680289537604	7.66998774425429	10.3227007215107	7.72568480994411	9.70300897485834	9.43950596939414	7.1488821813909	7.9324446364014	10.0156356267212	7.58203903016928	7.20857777290855
GmISU01.01G008900.v2.1	6.89746865838636	6.51081321409616	6.17327343411772	7.25785943220908	6.81821504517173	6.83310705898804	6.11902627273641	6.60400491064207	6.08166290126927	6.21102899742097	7.02163927517945	6.57232647400975	6.15961687816729	6.37951648599938	6.65487082912973	6.36173911190902	6.82763715818592	6.87749585847091	6.43119207273042	6.77316294650106	6.76170705018896	6.46408221254894	6.60640906838374	7.12602503342327
GmISU01.01G009200.v2.1	2.33769881787528	1.92121495071532	1.52266684859866	1.79974255885106	2.45007371391179	0.57272968899687	2.054730193364	1.54449008079284	2.19922553979576	2.80034950085533	2.62915067090526	2.0447724143693	0.57272968899687	2.00120941353948	2.3497850090877	0.57272968899687	0.57272968899687	3.09140183134724	0.57272968899687	0.57272968899687	1.62513670213343	0.57272968899687	2.33372555706401	0.57272968899687
GmISU01.01G009600.v2.1	1.70979616416412	1.39910376862308	3.48394564625915	1.79974255885106	2.04919109782273	1.6298946005527	2.45636499559248	3.5229415988092	1.83079482989492	2.07953631460402	3.2202481053538	2.75805335748517	2.92111187309293	0.57272968899687	1.71914354078188	2.01822779759448	2.31915787324576	1.69880126749176	3.470942195372	2.29642728561976	2.65064317963047	2.63731014957294	1.70672715232647	2.25632732159959
GmISU01.01G009700.v2.1	2.33769881787528	2.3037692472115	2.09054809820182	2.90112227640412	3.42857753375963	3.47673783681919	3.24630287449221	3.5229415988092	3.28796202103359	3.05931738906811	3.44438858382603	3.233209368103	3.4084098453316	2.39543697063866	3.12228020380432	2.72560648461346	3.08635606473736	2.75793279878383	2.97963301161355	3.92482053534373	4.47594481597655	2.96344253623085	3.10345970041675	2.25632732159959
GmISU01.01G009800.v2.1	6.71353596425299	7.13588778484467	7.36650912668254	6.19535126561765	6.83506483541607	7.14308542643569	7.40538627917979	6.74528094219887	6.96176263991927	6.99433919999017	6.85594639971169	6.53175724041866	6.98036858442605	7.00614452606514	6.80215238943289	6.86846334201	6.71188026990307	6.87749585847091	7.15277939492191	6.90270054394382	6.82405314674884	7.11669830641022	6.4684768013325	6.80368926132469
GmISU01.01G011200.v2.1	2.33769881787528	3.06825569099714	0.57272968899687	0.57272968899687	1.49212841678519	2.98506506229571	3.02779911916342	2.11991519112741	2.19922553979576	3.63747678452574	2.20795203818148	3.233209368103	0.57272968899687	2.00120941353948	3.12228020380432	2.01822779759448	1.69549132409064	1.69880126749176	2.65253810620805	3.92482053534373	2.22715352765532	1.61610292133268	3.10345970041675	2.68323323134908
GmISU01.01G012200.v2.1	0.57272968899687	0.57272968899687	2.49696852877966	0.57272968899687	1.49212841678519	0.57272968899687	0.57272968899687	1.54449008079284	2.49244929151111	1.51451328931661	1.61058776956972	0.57272968899687	1.58932025226002	0.57272968899687	0.57272968899687	1.46941555489629	0.57272968899687	0.57272968899687	0.57272968899687	0.57272968899687	0.57272968899687	2.21523815527069	0.57272968899687	0.57272968899687
GmISU01.01G012300.v2.1	4.72577870002904	5.49789735477173	5.33242234904125	5.89045800671707	5.54105613605752	4.76598212751033	5.58992854217939	5.1030715229358	5.55542428553192	5.77887125440632	5.7327965158445	5.26415315215978	5.18932496786072	5.6950953577641	5.29989985401056	5.27271111472629	5.80180459655467	4.38101139515792	5.42930509726313	4.76422420837964	4.84009940710523	5.11386421812498	5.13945598425703	5.57146314164577
GmISU01.01G012900.v2.1	5.07021466730793	4.91830901874236	5.68310907099492	4.66779481473826	4.58642034733711	4.84879842489966	4.33332390878336	4.91077216638423	5.27602181819314	4.46157263573607	5.10359444893476	4.65741452275898	4.85193194409919	5.04166263151587	4.53282945756051	5.17372332226823	4.49222332927592	5.12548083786335	4.75965730076912	4.46190236608705	3.98766147479005	5.60972663684559	3.97289598528264	4.16505513317518
GmISU01.01G013500.v2.1	6.71353596425299	6.80595474554281	7.14426452329417	6.19535126561765	7.02325981038899	6.74935829988014	5.32781443158118	6.29810389887166	5.9184385200756	5.84911337123334	6.40101565317706	5.49270742655075	6.41249453403316	6.26618538474498	6.49082609701984	6.29265379957624	6.16085568439906	5.93763913389505	6.23061253971661	6.29556211622617	5.80214710507739	6.43806002885733	6.40938656234218	6.59855845173106
GmISU01.01G013600.v2.1	3.10811942907992	3.06825569099714	0.57272968899687	3.94926001327308	3.74616768840367	2.65764949302845	2.45636499559248	2.53016024681203	1.83079482989492	1.51451328931661	1.61058776956972	1.48887919371599	3.92438478607107	2.95928496067186	3.3940619555058	3.19816507360829	1.69549132409064	1.69880126749176	1.62642279105993	3.05960790132756	2.97761889931696	2.21523815527069	3.60270550737779	1.64733101335847
