genes	logFC	logCPM	F	PValue	FDR
GmISU01.01G158700.v2.1	1.27684144496579	6.88882607225156	20.7070984346278	0.000274329472490829	0.0103786021459513
GmISU01.09G172500.v2.1	-1.33075119665952	6.38209758106067	20.6673943620057	0.000276917222398584	0.01043173211728
GmISU01.01G005400.v2.1	1.24900739334194	6.78978105267205	20.6335243720165	0.000279146332029109	0.0104460271315578
GmISU01.17G188900.v2.1	-1.39307750135314	5.70268812566655	20.6256605004877	0.000279666750203929	0.0104460271315578
GmISU01.19G001600.v2.1	1.14532726170584	6.42935301336628	20.5792792213164	0.000282758361652871	0.0105169407509285
GmISU01.17G192250.v2.1	-1.94011071607897	4.05408184878019	20.5107530664929	0.000287396310796885	0.010644531427204
GmISU01.09G164500.v2.1	-1.27668687294734	6.332920652912	20.3609363589988	0.000297835612779783	0.0109850247977146
GmISU01.04G135100.v2.1	-1.1058292291728	6.97068272117611	20.3266978464221	0.000300280515322342	0.0110290530940269
GmISU01.07G045100.v2.1	1.28589561705725	6.78093892723328	20.255331639139	0.00030544916694737	0.01117234193627
GmISU01.03G160600.v2.1	1.16848223604947	7.08098151258935	20.1040332631437	0.000316739456951278	0.0114536249615679
GmISU01.10G025300.v2.1	2.16074810410964	4.20035476066122	20.0878992396592	0.000317970728501226	0.0114536249615679
GmISU01.04G165800.v2.1	-5.30965718159761	2.78122873403869	23.2348134021376	0.00031799539469179	0.0114536249615679
GmISU01.19G024600.v2.1	-1.96099112257225	3.99261792269738	20.0831170361293	0.000318336711921058	0.0114536249615679
GmISU01.14G031700.v2.1	1.28893024281782	5.62360726257407	20.0033380381237	0.000324512288135759	0.0116283569915314
GmISU01.01G121600.v2.1	-1.23688153377293	6.28619939350638	19.9452990410701	0.000329089267765337	0.011744623058103
GmISU01.12G056900.v2.1	-1.61428511537692	5.49955085411584	19.8997238364267	0.000332734011893163	0.011826815785638
GmISU01.05G168600.v2.1	-1.27282928380822	5.20459993048427	19.8256380151511	0.000338755626731282	0.0119924933720331
GmISU01.15G117100.v2.1	-1.56440425448713	6.84511918347511	19.7995024124384	0.000340908926081745	0.0120204487336423
GmISU01.05G146200.v2.1	-1.66296313080927	5.29295375154673	19.6153953154583	0.000356518786202582	0.012456544916539
GmISU01.02G156200.v2.1	-2.30993262613576	4.32577960560693	19.6086883985789	0.000357102358875651	0.012456544916539
GmISU01.08G218300.v2.1	-1.45257491309263	5.43421533361441	19.6039388827449	0.000357516263628401	0.012456544916539
GmISU01.03G121100.v2.1	1.51282333981222	5.23186724796933	19.5797027686478	0.000359636740547923	0.0124810939682281
GmISU01.04G062200.v2.1	-1.21327546587554	5.57439393687672	19.3932942262867	0.00037642476300573	0.0129816102051187
GmISU01.08G150600.v2.1	-1.17862656612993	5.86243508292169	19.3870271889015	0.000377004221498627	0.0129816102051187
GmISU01.16G010400.v2.1	-2.90963852970468	3.9364768311543	19.3248680769814	0.000382805917435984	0.0131300940163354
GmISU01.04G063900.v2.1	1.15587548124121	7.55241795116297	19.275894544826	0.000387447345802319	0.0132255640998151
GmISU01.18G037700.v2.1	-1.31391206416406	8.19988014592542	19.2639383622936	0.000388590028570857	0.0132255640998151
GmISU01.08G025600.v2.1	1.06834844542865	6.36319753468385	19.1714521039165	0.000397557732548447	0.0134787362015945
GmISU01.05G044000.v2.1	0.997159742277865	6.57299641442811	19.1316926045556	0.000401483931194141	0.0135200135845444
GmISU01.09G216000.v2.1	-1.47506377381971	4.81948836219605	19.1209825247161	0.000402548945268124	0.0135200135845444
GmISU01.11G010900.v2.1	-1.65099009701504	4.89336703187031	19.1126825916332	0.000403376468829856	0.0135200135845444
GmISU01.02G008800.v2.1	-1.10109934218047	7.13040443566723	19.0065015768664	0.000414132730791392	0.013827954628508
GmISU01.10G007500.v2.1	2.4393838357237	3.96217056084126	18.943064115132	0.000420712056897124	0.0139946293643326
GmISU01.06G058200.v2.1	-2.21006061938723	4.21363982103159	18.8771704612791	0.000427670292918236	0.0141726076393769
GmISU01.08G161100.v2.1	2.78336993618973	4.00086387853848	18.7646325973174	0.000439854025410929	0.0145217724119751
GmISU01.04G020200.v2.1	-1.41120177539583	5.59832745918147	18.7007559878456	0.000446942121375607	0.0147007268653954
GmISU01.06G135700.v2.1	5.45340129182139	3.19278687488202	20.4789079826779	0.000456538222767091	0.0149605369282227
GmISU01.08G141300.v2.1	-1.09106144196719	9.05892965013737	18.5091392484686	0.000468983984941073	0.015300800438868
GmISU01.04G038500.v2.1	1.36632774008102	5.80661271595534	18.4972323108743	0.000470393297666843	0.015300800438868
GmISU01.20G084900.v2.1	-1.00011088177124	7.26240697189504	18.4822660823647	0.000472171440466562	0.0153021737048263
GmISU01.08G207200.v2.1	1.71356187971039	4.54687794592514	18.4610636325538	0.000474703408484949	0.0153278774571239
GmISU01.03G039200.v2.1	-1.5233123841969	4.46323919623784	18.3566548461888	0.000487395608284158	0.0156427296380226
GmISU01.07G008000.v2.1	-1.07610768241238	6.03259775164362	18.3517310077442	0.000488003477079549	0.0156427296380226
GmISU01.10G050200.v2.1	2.34193702757904	4.05963591782705	18.3157180473964	0.000492475328154214	0.01572887687565
GmISU01.08G086300.v2.1	2.20938920316901	4.66004871987406	18.2863840596449	0.00049615175121313	0.0157890891225406
GmISU01.11G105000.v2.1	-1.18017477822916	6.15318424626025	18.1992876448395	0.000507249881668973	0.0160168170847059
GmISU01.20G092100.v2.1	-1.60012513994705	5.41280527872803	18.1988485609361	0.000507306530969558	0.0160168170847059
GmISU01.17G032000.v2.1	-1.04627965788038	6.18673511360489	18.1804903781308	0.000509681401385522	0.0160168170847059
GmISU01.19G035600.v2.1	1.47473908356711	8.81993142970891	18.1596441367003	0.000512393241589727	0.0160168170847059
GmISU01.08G141150.v2.1	-1.18080536057397	6.53478044353169	18.1341030624704	0.000515737872194043	0.0160168170847059
GmISU01.15G018800.v2.1	-0.978709082440661	6.38714202236517	18.125610580632	0.000516855382025121	0.0160168170847059
GmISU01.08G198600.v2.1	-4.0207644567948	2.81631694012757	18.1219428421065	0.00051733885109597	0.0160168170847059
GmISU01.04G018800.v2.1	-2.76584166947737	3.62357483564899	18.118116442635	0.000517843774151015	0.0160168170847059
GmISU01.15G020500.v2.1	-3.26005925186669	3.65393748447239	17.9359682896877	0.000542530302663259	0.0166930513754447
GmISU01.01G080000.v2.1	2.54036044809308	5.16608121933666	17.9290419953103	0.00054349469594471	0.0166930513754447
GmISU01.11G011000.v2.1	2.29798212224041	4.31074425293062	17.8631301347733	0.00055276872209734	0.016918945435028
GmISU01.08G061800.v2.1	-1.33788147671241	5.13037167909237	17.8495264711545	0.000554704790151582	0.016919455796492
GmISU01.05G028500.v2.1	1.27708495100502	6.36821887515223	17.7289550773724	0.000572200359965823	0.0173425860735154
GmISU01.12G031900.v2.1	-1.58538018895021	6.50485190859702	17.7268455436284	0.000572511916890865	0.0173425860735154
GmISU01.08G002800.v2.1	2.59517732234986	5.4375599465383	17.6853456699701	0.000578679829340503	0.0174693927932758
GmISU01.17G153700.v2.1	-1.16216135592086	6.44923674799195	17.6310036651854	0.000586869233133537	0.0175967766218324
GmISU01.15G065600.v2.1	2.24081868879558	5.09213884800406	17.6308542663248	0.00058689192590116	0.0175967766218324
GmISU01.13G279600.v2.1	1.63256967259454	4.49900362497862	17.5955494150811	0.000592282176741001	0.0176380087815167
GmISU01.08G002500.v2.1	-1.3678313745224	6.29851779493067	17.5918158741984	0.000592855438321007	0.0176380087815167
GmISU01.01G049050.v2.1	2.20568001978885	4.24178864242134	17.5744448982833	0.000595530826729932	0.0176380087815167
GmISU01.02G181500.v2.1	0.98599738160432	6.12409277543974	17.5696561238328	0.000596270744967892	0.0176380087815167
GmISU01.17G030100.v2.1	-1.83701357180678	6.30701292523021	17.4889610810891	0.000608895170882878	0.0179402695403845
GmISU01.09G010200.v2.1	-1.09436631118945	6.34685367158282	17.4766779450582	0.000610842946261208	0.0179402695403845
GmISU01.12G154100.v2.1	1.71691431421573	4.70069017015201	17.4656691969716	0.000612594569671666	0.0179402695403845
GmISU01.04G177800.v2.1	-1.64402127944663	4.74773346682086	17.42472866684	0.00061915823980165	0.0180190567852522
GmISU01.17G195000.v2.1	2.22699024658008	4.69606805351806	17.4233964844844	0.000619373137371686	0.0180190567852522
GmISU01.07G003700.v2.1	1.98829980483435	4.67740904639337	17.3940199437812	0.000624133237125176	0.0180978108067711
GmISU01.06G048300.v2.1	-1.65370943511471	5.05086751032397	17.361006384763	0.000629531635091012	0.018141213867543
GmISU01.09G134400.v2.1	-1.23141138184642	6.95215033349129	17.3518414896646	0.000631039545324574	0.018141213867543
GmISU01.20G124200.v2.1	2.36334958380915	3.91043479255248	17.338527536941	0.000633237317526243	0.018141213867543
GmISU01.04G041800.v2.1	-1.39577136241085	5.92247576964702	17.334752464683	0.000633862038707119	0.018141213867543
GmISU01.02G187200.v2.1	1.6061400567038	5.0254739516812	17.2846878962925	0.000642212641047968	0.0183207263133911
GmISU01.15G042800.v2.1	-3.11846952051951	3.37952101277161	17.2354088792746	0.000650552741271992	0.0184987819816536
GmISU01.08G299000.v2.1	3.03988108973201	3.95534658712045	17.1597817979074	0.000663589069156641	0.0187810304143137
GmISU01.15G044800.v2.1	-1.06518272231856	6.80827454838178	17.1531860863327	0.000664739817273496	0.0187810304143137
GmISU01.11G012800.v2.1	-1.47854309403655	6.67170441084962	17.1243936419243	0.000669789457446279	0.0188386651249282
GmISU01.12G019300.v2.1	-1.05518707664719	8.80239380028077	17.1172215379676	0.000671053981761483	0.0188386651249282
GmISU01.20G113200.v2.1	-1.00396097786679	7.88881394769143	17.0526501456484	0.00068255987039395	0.0191008420873735
GmISU01.16G004100.v2.1	1.09165084718947	5.78425683591339	17.0258286255005	0.000687403991537353	0.0191297450054521
GmISU01.17G080100.v2.1	1.24767462677885	5.55547866355112	17.0229125203366	0.000687932974104177	0.0191297450054521
GmISU01.02G010200.v2.1	-2.30430083422369	4.08446013913017	16.9957871007764	0.00069287544538631	0.0192065945002526
GmISU01.12G062100.v2.1	-1.18412121309092	5.22001428539122	16.9605082826915	0.000699363149765163	0.0193256619598116
GmISU01.15G056400.v2.1	-1.67035914257703	4.27145935101208	16.9340826155373	0.00070426736451058	0.0193621380415681
GmISU01.06G111800.v2.1	-1.77643937543183	4.51807046144907	16.9297443662883	0.000705076155569297	0.0193621380415681
GmISU01.15G016600.v2.1	-1.96002678522399	4.04911910676815	16.9134666472175	0.000708120143444416	0.019385338709511
GmISU01.03G178500.v2.1	0.984340066878565	6.21503403657767	16.865252355195	0.000717223114117766	0.0195737515509229
GmISU01.15G069400.v2.1	3.84577770416334	3.3261468978061	16.8386301838509	0.000722305575487184	0.0196516161972825
GmISU01.15G002900.v2.1	-1.72016790842734	9.19234864716154	16.7481492530064	0.000739883376623857	0.0200679137382748
GmISU01.02G181700.v2.1	1.42385322596409	6.17185054006829	16.6911246438036	0.000751207608036024	0.0203125615485814
GmISU01.11G037000.v2.1	1.32072161383181	5.22417077979566	16.653018211331	0.000758883188862606	0.0204573556875348
GmISU01.11G095000.v2.1	1.60771484670584	5.53187819510029	16.619324865498	0.000765743115244904	0.0205793462222068
GmISU01.18G178100.v2.1	-1.39283672571778	5.07394670449259	16.5880543855466	0.000772171964741954	0.0206890451951378
GmISU01.01G025800.v2.1	-0.944566830628226	7.07117631438139	16.5508532781487	0.000779898982338596	0.0208113249710102
GmISU01.19G076500.v2.1	0.996013381383877	8.50069222259052	16.5433995903982	0.000781457579739579	0.0208113249710102
GmISU01.10G022600.v2.1	1.45719507272741	5.6297054621965	16.5217687257181	0.000786000480886234	0.0208692597560607
GmISU01.13G217700.v2.1	-1.95786011021324	4.1085790628283	16.505378951345	0.000789462359202426	0.0208982303194276
GmISU01.05G040200.v2.1	-3.08811247246902	3.18954623730031	16.4690378646921	0.000797199498297453	0.0210398610104552
GmISU01.10G064500.v2.1	1.29630041018357	5.23596188862465	16.4109340327861	0.000809747163245322	0.0213072275940523
GmISU01.06G074300.v2.1	-3.36003274024389	3.12485237358205	16.3585680546273	0.00082124556521041	0.0214908807633454
GmISU01.01G120300.v2.1	2.19641522042269	6.00912421950665	16.3569552749328	0.000821602588456881	0.0214908807633454
GmISU01.03G046100.v2.1	-5.19504963019283	2.72949962522026	18.5171402494501	0.000824604338955077	0.0215055835736361
GmISU01.09G195000.v2.1	-1.47681958629622	10.4335762753553	16.2927511339327	0.000835957828364345	0.021737369489769
GmISU01.10G024800.v2.1	-0.967082305755846	5.66403954380107	16.2742488658469	0.000840146715653244	0.0217820391131863
GmISU01.20G083200.v2.1	1.21855049928159	7.91702677789162	16.1417346130712	0.000870844569884277	0.0225117152009675
GmISU01.17G199200.v2.1	5.15055938164926	3.02027126622446	17.5472025309551	0.000879061873447867	0.022657691270301
GmISU01.18G178900.v2.1	1.58495300126905	5.10372459585723	16.0932871527121	0.000882379953166174	0.02267690754274
GmISU01.01G119400.v2.1	1.44943883540855	5.47057742018668	16.0627259144035	0.000889744656787584	0.0227997068301818
GmISU01.08G067800.v2.1	-1.01171678845211	7.49179737093902	16.0329128899717	0.000896995496457432	0.0229013528927269
GmISU01.15G115000.v2.1	1.46994047563688	4.59337377975467	16.0250970586301	0.000898907328517698	0.0229013528927269
GmISU01.03G177200.v2.1	1.31761102609867	6.44032220427767	15.9893734694854	0.000907704021620607	0.023058821183244
GmISU01.06G098500.v2.1	1.73041349568094	4.56039526037573	15.9569501431406	0.000915771637234892	0.0231969166155907
GmISU01.13G318700.v2.1	-1.87578733141008	4.35948611929979	15.9142973631231	0.00092650723068987	0.0234016081333272
GmISU01.18G199800.v2.1	-1.25180222470019	5.67962338131238	15.8774142345699	0.000935904431154393	0.0235714216017885
GmISU01.15G036700.v2.1	-1.1002210538513	7.20574195935	15.8289250030372	0.000948421627547842	0.0237837767769952
GmISU01.06G203400.v2.1	1.25580738975662	5.28160815983025	15.8200922469584	0.000950721894115325	0.0237837767769952
GmISU01.04G085300.v2.1	-1.36109813638368	5.18056640237448	15.8135476077301	0.000952430312226806	0.0237837767769952
GmISU01.04G157100.v2.1	-1.12595641860867	7.40682668403892	15.7580110800241	0.000967066911893202	0.0239272007284445
GmISU01.11G028000.v2.1	-1.18024112186419	5.34268136266101	15.7473355458109	0.000969909234757047	0.0239272007284445
GmISU01.13G081800.v2.1	5.24973960932339	3.07022749709294	17.1295416728746	0.000970137445457904	0.0239272007284445
GmISU01.20G102500.v2.1	-1.29046498819209	7.85563553126954	15.7375455557418	0.000972524017756836	0.0239272007284445
GmISU01.15G156100.v2.1	-5.62041045163699	3.85606917645725	15.7357853615513	0.000972994980992279	0.0239272007284445
GmISU01.13G311700.v2.1	-1.32405883148937	4.9567001975749	15.7303159805975	0.000974460018322357	0.0239272007284445
GmISU01.11G034100.v2.1	-2.50833562023587	3.48305313117275	15.7048983886748	0.000981300941956761	0.0239772910630612
GmISU01.15G022400.v2.1	-0.942607874467585	7.16431886439443	15.7025336964515	0.000981940110466828	0.0239772910630612
GmISU01.05G018800.v2.1	1.05518908070626	6.14725115954748	15.6763177436612	0.000989057549225845	0.0240514508424099
GmISU01.10G057400.v2.1	-1.39530321822607	4.7825613581722	15.6712718178564	0.000990434107293794	0.0240514508424099
GmISU01.09G073000.v2.1	2.4035823314587	4.23707535109418	15.5791767816955	0.00101593931403695	0.0246030358605378
GmISU01.09G047000.v2.1	-1.21683709095985	5.50530828082864	15.5547118407866	0.00102283793753689	0.0247022367654457
GmISU01.08G265400.v2.1	1.99020708883318	6.9860086317519	15.528813579646	0.00103019800297423	0.0248120092792838
GmISU01.10G076900.v2.1	3.16335140701127	6.37371213529058	15.4971579924278	0.00103927501046197	0.0249624229352105
GmISU01.08G097200.v2.1	1.90690764040142	4.54270319484615	15.4353616748208	0.0010572541772263	0.0253252597072006
GmISU01.06G157800.v2.1	0.973879610618708	6.79305736301959	15.3863559123542	0.00107176008586561	0.0256031576067896
GmISU01.01G157300.v2.1	0.988756031181042	6.96206051254491	15.3453349911925	0.00108407413213118	0.0258273337155036
GmISU01.11G064400.v2.1	1.78892792884505	5.55199448432738	15.3173436330481	0.0010925678784747	0.0258971912998649
GmISU01.15G103600.v2.1	1.87048698600141	4.23302290162104	15.3163129959764	0.00109288203783888	0.0258971912998649
GmISU01.11G063300.v2.1	-1.34433386701272	5.31057964466116	15.3054947422862	0.00109618578200903	0.0259052026129226
GmISU01.16G126100.v2.1	1.25202564524156	6.06600740315111	15.2959899714991	0.00109909764914726	0.0259052026129226
GmISU01.05G174800.v2.1	0.957097500366936	7.01418633789109	15.2628365346283	0.00110932257444527	0.0260764759832934
GmISU01.07G152100.v2.1	-5.13808754837598	2.69228321909635	17.1681305138656	0.00111349975572809	0.0261050541136785
GmISU01.04G035000.v2.1	-0.860723683812587	6.56108650447052	15.236751599509	0.0011174424764006	0.0261279984866613
GmISU01.05G041900.v2.1	-0.971016590661735	8.64381237721074	15.2212159433854	0.00112231017699033	0.0261723920903962
GmISU01.11G147900.v2.1	1.64510498474848	5.79495180795716	15.1783822030498	0.00113585462854719	0.0263658045153665
GmISU01.01G141200.v2.1	0.891164181056533	8.64036773917831	15.1694889168065	0.00113868969266484	0.0263658045153665
GmISU01.03G118500.v2.1	0.913917330844991	10.2562256894232	15.1667105365132	0.00113957703010262	0.0263658045153665
GmISU01.07G042200.v2.1	-0.871382878880554	6.77875955120354	15.1524438496519	0.00114414564259129	0.0264022090037756
GmISU01.06G069100.v2.1	3.24395538185891	3.46961998216077	15.1398511039762	0.00114819527833954	0.0264264787952037
GmISU01.07G051700.v2.1	1.01282048656196	5.58609178893165	15.1145001558159	0.00115639659538195	0.0265459270528434
GmISU01.17G009600.v2.1	-1.47148339479805	5.11429104323097	15.02821424325	0.00118480726882121	0.0271274703237895
GmISU01.12G086600.v2.1	4.98883070618415	2.92707899634025	16.2582309870148	0.00119719264046572	0.0273400340044178
GmISU01.15G105900.v2.1	-0.80755159768257	6.92638051535634	14.9586714825823	0.00120827524179771	0.027521824952059
GmISU01.08G225000.v2.1	1.39841675404429	5.19734807796899	14.8913119551468	0.00123150449310742	0.0279678385837391
GmISU01.15G203600.v2.1	-2.61275916762284	3.85670681134155	14.875645056633	0.0012369788134711	0.0279678385837391
GmISU01.06G244000.v2.1	1.22187169358711	5.95518835300817	14.8745153912667	0.00123737459417564	0.0279678385837391
GmISU01.16G092400.v2.1	-1.58160122946579	5.30058508990827	14.8645174009557	0.00124088360857705	0.0279754194619097
GmISU01.09G134700.v2.1	1.92261112102611	8.4786313574094	14.8453211535174	0.00124765228041916	0.028056262377283
GmISU01.13G216900.v2.1	5.09991216617277	2.99048772385275	16.0681588309564	0.00125447603123111	0.0281379293010235
GmISU01.18G211600.v2.1	2.16752602686015	4.42597861138784	14.771399726627	0.00127410674561488	0.0284232568828011
GmISU01.15G148900.v2.1	1.34656256615666	6.03426660734952	14.7665830302756	0.00127585221833094	0.0284232568828011
GmISU01.10G020100.v2.1	1.64587512990731	6.08670427348821	14.7637776227974	0.00127687007664087	0.0284232568828011
GmISU01.01G024500.v2.1	-1.40436475627183	10.4166537701439	14.7397633453232	0.00128562029957566	0.0285459519918373
GmISU01.13G259100.v2.1	-1.09906041267237	5.6506089000698	14.679875978845	0.0013077362789204	0.0289640585394054
GmISU01.18G037200.v2.1	-1.16676052291876	6.3117597058714	14.6647426079105	0.00131339224368361	0.0290164226267444
GmISU01.15G107000.v2.1	1.25442647891801	5.83949176686367	14.6062400734013	0.00133551655725574	0.0294314461305234
GmISU01.18G197700.v2.1	-1.37456801483781	5.8435455587026	14.5278666968063	0.00136581355621812	0.0300240561048947
GmISU01.20G142400.v2.1	-1.43694215812199	8.07046891180063	14.5120998531818	0.00137200129160761	0.0300597610420722
GmISU01.15G015900.v2.1	0.928823072475799	6.46024269051954	14.5063695831105	0.0013742579353324	0.0300597610420722
GmISU01.06G041300.v2.1	-1.28378254692926	5.2644217793968	14.4776162612248	0.00138564435424086	0.0302239807369244
GmISU01.04G141000.v2.1	2.1288988479027	4.18267457748805	14.4670343172551	0.00138986145026339	0.0302239807369244
GmISU01.17G086700.v2.1	1.61953930767527	4.40267219699819	14.4615524061309	0.00139205175033367	0.0302239807369244
GmISU01.09G217900.v2.1	-3.0075248406182	3.49662188620832	14.4521953190043	0.00139579932923051	0.0302308871920564
GmISU01.06G027200.v2.1	-0.907502521040737	6.23406590264669	14.4366387215582	0.00140205492977955	0.0302919465833498
GmISU01.15G055000.v2.1	3.18440903150747	4.06293967701956	14.4249204786473	0.0014067878240519	0.030319889166302
GmISU01.07G130600.v2.1	3.00443041527096	3.31091525449164	14.4025290991764	0.00141588142753414	0.030441450691984
GmISU01.18G020400.v2.1	-1.21906830485762	4.84848152632256	14.3887545182638	0.00142150832080159	0.030488067756365
GmISU01.18G014900.v2.1	1.28502417543298	5.6694395735379	14.3714092087485	0.00142862956449347	0.0305664310946843
GmISU01.13G219400.v2.1	-0.995327069761245	6.27242114422245	14.3318286217334	0.00144503000742379	0.0308424685603891
GmISU01.04G058600.v2.1	-2.38691455681089	4.14939614654482	14.2656682061834	0.00147291770281627	0.0313617621988536
GmISU01.18G010200.v2.1	1.10676725559888	5.21397640860678	14.2449635149611	0.00148176872106636	0.0314741958462649
GmISU01.01G039200.v2.1	-0.983280374832732	6.39011632116999	14.2327842263516	0.00148700309210475	0.0315094525406331
GmISU01.12G015900.v2.1	3.9772965792728	3.41603232355852	14.1992902436202	0.00150150530262735	0.0317404538193287
GmISU01.05G117400.v2.1	-1.0672043102406	5.73762445877215	14.1879520811751	0.00150645038996258	0.0317688042763639
GmISU01.08G178400.v2.1	1.90384898358148	4.90409906591496	14.1379579514954	0.00152847411141223	0.0321563228928373
GmISU01.03G109300.v2.1	1.65822048296183	5.17892941295096	14.1261653582234	0.00153372156128549	0.0321898941969801
GmISU01.13G092200.v2.1	-1.36464812955417	5.043100450008	14.1091707467613	0.00154131938690715	0.0321995636692943
GmISU01.19G134600.v2.1	0.896281471527132	6.36749434081115	14.1087948797546	0.00154148790339673	0.0321995636692943
GmISU01.09G018000.v2.1	-1.0388208125506	5.95340812696362	14.0760140543389	0.00155626471300753	0.0324313793029819
GmISU01.17G024100.v2.1	1.29390905723554	5.43269365732757	14.0606775008963	0.00156323258311201	0.0324997528776707
GmISU01.06G126400.v2.1	-1.21957420337848	8.32190588166512	14.0448392289517	0.00157046516107386	0.0325732950467436
GmISU01.06G111900.v2.1	-1.26614546924984	5.48060820014362	14.0260688807646	0.00157908533674966	0.0326752047968268
GmISU01.09G152700.v2.1	2.15894151670879	4.20932057824902	14.0165233771591	0.00158348940951928	0.0326895998709893
GmISU01.10G043400.v2.1	-2.41083642734069	3.82051837728317	14.0039994220668	0.00158928858809611	0.0327326609908112
GmISU01.14G038300.v2.1	-0.982738437984366	6.04135561532994	13.9785869434708	0.00160112913917078	0.032883515352412
GmISU01.13G078700.v2.1	-1.54832625491657	4.50075123334856	13.9702968214532	0.00160501317992937	0.032883515352412
GmISU01.17G026100.v2.1	1.00760466286081	5.80977405087573	13.9643532733678	0.00160780432409411	0.032883515352412
GmISU01.08G152400.v2.1	2.26620727854227	4.14425186309817	13.9521178408116	0.00161356735739455	0.0329249913320207
GmISU01.05G103200.v2.1	-1.91655267091326	3.91866440050166	13.9423325728579	0.00161819301763614	0.0329431211327081
GmISU01.06G246800.v2.1	-1.20917733692858	5.60871411035844	13.8980465164135	0.00163931468368261	0.0332630609345537
GmISU01.13G185700.v2.1	0.991507110158154	6.17514923253103	13.89359331159	0.00164145564452988	0.0332630609345537
GmISU01.09G124400.v2.1	-3.16793899002105	3.00962216083471	13.867323020465	0.0016541496035826	0.033387985029531
GmISU01.09G161600.v2.1	1.38600952702067	4.9724660815019	13.8651683573711	0.00165519562766932	0.033387985029531
GmISU01.11G091400.v2.1	-1.31965010132529	6.33562399711995	13.8454033731783	0.00166482564332881	0.0335055663149394
GmISU01.19G071700.v2.1	-0.992480810158556	8.00909984146401	13.8236147243669	0.00167551456831602	0.0335800286319259
GmISU01.16G043500.v2.1	2.50321684831875	4.56956049737004	13.818612761083	0.00167797925219507	0.0335800286319259
GmISU01.08G010300.v2.1	-0.953997512322503	6.4627708301121	13.8146114789077	0.00167995378635046	0.0335800286319259
GmISU01.13G268200.v2.1	-1.89040083661582	6.67150203791708	13.7947874676817	0.00168977498710216	0.033699924233723
GmISU01.12G124800.v2.1	-2.44828876409667	3.3148048011867	13.7564412659583	0.00170895584396224	0.0340055209131539
GmISU01.13G220300.v2.1	2.04048976022107	4.46613225943512	13.6894577719683	0.00174305020404569	0.0346058278123035
GmISU01.13G227900.v2.1	2.36900841943873	3.91194091702016	13.6780390634082	0.00174893810855565	0.0346446953413889
GmISU01.15G057700.v2.1	4.8042995610679	2.82572373441723	14.734396919714	0.00175756126431266	0.0346665126228397
GmISU01.17G145000.v2.1	-1.43467293686509	4.74955377509487	13.660732057921	0.00175790483748263	0.0346665126228397
GmISU01.05G064200.v2.1	2.26383607945765	4.00134321754432	13.6396146066038	0.00176891571235073	0.0347899849470167
GmISU01.17G112600.v2.1	-0.903057632957134	6.22121777081819	13.6272968441841	0.00177537406249726	0.0347899849470167
GmISU01.11G063100.v2.1	-0.962729252694581	5.88491526916963	13.6260942034734	0.00177600603813472	0.0347899849470167
GmISU01.08G089200.v2.1	0.845238486483021	7.87960373340761	13.5837441701813	0.00179842237112233	0.035130058906168
GmISU01.15G086900.v2.1	-1.57838705090751	4.91821361199615	13.5756995927357	0.00180271624635278	0.035130058906168
GmISU01.13G207200.v2.1	-1.23757345839237	5.00852911903872	13.5708275007811	0.00180532236919956	0.035130058906168
GmISU01.18G066800.v2.1	2.75697294954745	3.50227875096778	13.5599281932314	0.0018111678254778	0.0351661770519533
GmISU01.18G138000.v2.1	1.43943711713748	4.50726434241573	13.5102594080266	0.00183807629486615	0.0355772678057004
GmISU01.14G028500.v2.1	-1.05491181379696	7.75434514413334	13.5039225974534	0.00184154147529471	0.0355772678057004
GmISU01.20G065800.v2.1	1.38465816125254	5.04328364006608	13.4961233344867	0.00184581644388558	0.0355772678057004
GmISU01.13G231100.v2.1	-1.15322566667851	5.36736938186285	13.4870113808571	0.00185082504590642	0.0355772678057004
GmISU01.15G062500.v2.1	1.3529306970652	5.22106466375575	13.4839336466051	0.00185252024081866	0.0355772678057004
GmISU01.07G017500.v2.1	-0.859085599699756	7.91869332989067	13.4752495117765	0.00185731280643744	0.0355917660624914
GmISU01.12G133100.v2.1	-0.868794406933124	6.84786456929428	13.4480060583299	0.00187243836394431	0.0358030449147995
GmISU01.14G034800.v2.1	-3.02272045006777	3.15909732950344	13.4408016268344	0.00187646134437179	0.0358030449147995
GmISU01.19G113000.v2.1	5.03440559965837	2.95485911528167	14.4560485280369	0.00188973704251172	0.0359784709065676
GmISU01.10G185200.v2.1	1.6563710587671	4.18514356770844	13.4069976728047	0.00189546761870441	0.0360097996958608
GmISU01.05G041300.v2.1	-0.786999739141639	6.60590816589582	13.3835838633261	0.00190875869999808	0.0361843181515765
GmISU01.04G086900.v2.1	2.57953892911052	3.38690571221926	13.3678928703146	0.00191772438952522	0.0362762671537872
GmISU01.19G024400.v2.1	1.61256451882434	5.15152757166298	13.3057027764493	0.0019537272003589	0.0368781697455327
GmISU01.20G092000.v2.1	4.80780918773666	2.82683457106902	14.2904483953823	0.00197376676651394	0.0371615493314908
GmISU01.04G008000.v2.1	0.904224471235486	5.91971608946776	13.265893556616	0.00197717148456826	0.0371615493314908
GmISU01.08G047500.v2.1	2.59565316169415	3.65386429789054	13.2530291087561	0.00198481495531354	0.0371861567300056
GmISU01.06G113300.v2.1	1.03272271700672	6.17707034362712	13.2442053252258	0.0019900768260879	0.0371861567300056
