genes	logFC	logCPM	F	PValue	FDR
GmISU01.07G008200.v2.1	-1.72445925481129	4.90240732227197	27.5000013386485	6.30974265810755e-05	0.0042524950124913
GmISU01.14G123600.v2.1	2.7011357642667	5.51094671342232	27.4140925601103	6.41843699886347e-05	0.0042524950124913
GmISU01.10G049700.v2.1	-1.33613950258615	5.61792216845301	27.4038306663591	6.4315600018368e-05	0.0042524950124913
GmISU01.08G061900.v2.1	-1.49931617427361	5.61556185801647	27.3702634900988	6.4746959677611e-05	0.0042524950124913
GmISU01.13G104450.v2.1	-1.69415410888493	5.5949389473812	27.356763591921	6.49213530428891e-05	0.0042524950124913
GmISU01.02G051600.v2.1	-3.51985692162798	3.44184171150827	27.3170727035703	6.54371335843406e-05	0.0042524950124913
GmISU01.13G074300.v2.1	-1.50345585989602	7.28309330570557	27.3039594604222	6.56085447190944e-05	0.0042524950124913
GmISU01.05G143200.v2.1	-2.12472740416911	4.16285801761613	27.1879507647112	6.71470183554479e-05	0.0043005369214427
GmISU01.08G021900.v2.1	1.60166908733838	6.33139093529195	27.1611904227064	6.75076038668083e-05	0.0043005369214427
GmISU01.15G115500.v2.1	1.67815815494577	5.58168379861289	27.1386251864873	6.78133445355117e-05	0.0043005369214427
GmISU01.04G158500.v2.1	1.64354778636579	5.66615219654077	27.0341069851667	6.92498182031447e-05	0.00436026533900515
GmISU01.07G150700.v2.1	1.77829203736321	5.30100146650382	26.9943145121757	6.98056310163779e-05	0.00436243691596
GmISU01.17G011500.v2.1	2.64453519160916	4.43051674182834	26.9371548210084	7.06127727454521e-05	0.00436243691596
GmISU01.17G039400.v2.1	2.17981135780893	4.95314494186303	26.8890148333335	7.13006469681241e-05	0.00436243691596
GmISU01.11G104200.v2.1	-1.36231735285955	6.34109148578907	26.8863863301356	7.13384208546566e-05	0.00436243691596
GmISU01.11G098800.v2.1	4.21755849399969	3.57154573117842	26.8572424211417	7.17587467741577e-05	0.00436243691596
GmISU01.08G043900.v2.1	2.20296532446653	4.46231607472385	26.7486877545186	7.33489083320603e-05	0.00441201519164784
GmISU01.09G151600.v2.1	-1.09494146664081	6.82914726127647	26.6855970685352	7.42911694337381e-05	0.00441201519164784
GmISU01.08G114300.v2.1	1.17296886186647	8.09786953636562	26.6824598711213	7.43383754852946e-05	0.00441201519164784
GmISU01.15G013600.v2.1	1.55384829728356	6.12642783700194	26.6494725183752	7.48367781369779e-05	0.00441201519164784
GmISU01.04G009000.v2.1	-1.5405137148384	5.8261053638635	26.6129888493049	7.53923613545041e-05	0.00441201519164784
GmISU01.02G031100.v2.1	1.14197836454527	7.4238791305434	26.6009081345477	7.55773447463214e-05	0.00441201519164784
GmISU01.01G030500.v2.1	-1.75388618464733	6.56608245711023	26.53371018472	7.66156052826644e-05	0.00444320105635978
GmISU01.04G155600.v2.1	-2.06526650134372	8.76536412788916	26.3604439832586	7.93670455413106e-05	0.00457268304867093
GmISU01.14G071500.v2.1	-1.47962315947626	7.46166244268875	26.3146931273659	8.01118757759378e-05	0.00457967592227872
GmISU01.10G067000.v2.1	-1.44636718351218	8.67220437937099	26.2450115644851	8.12613626923675e-05	0.00457967592227872
GmISU01.19G168700.v2.1	-1.43196852151774	6.10508044539855	26.2347537559749	8.14321302130988e-05	0.00457967592227872
GmISU01.13G294000.v2.1	2.19151589174675	4.35062388705599	26.2266963399949	8.15665479067224e-05	0.00457967592227872
GmISU01.15G017100.v2.1	-1.42996511902608	7.85324624844417	26.1560517349332	8.27557550791319e-05	0.00461703785457309
GmISU01.18G164000.v2.1	2.33312078082576	4.5449094792336	26.1236049268005	8.33084395285639e-05	0.00461864084556158
GmISU01.12G046000.v2.1	-3.10270545295247	3.84257120004146	25.7345749836039	9.02665651232237e-05	0.0049731235722576
GmISU01.19G113200.v2.1	5.75410346206051	3.39089674115538	28.7830472835797	9.41363152089127e-05	0.00512543840065394
GmISU01.10G005800.v2.1	-2.91655500038443	3.93631334770934	25.5295157588059	9.41941033358977e-05	0.00512543840065394
GmISU01.06G015200.v2.1	-1.97188920143254	4.35636025425695	25.495245091182	9.48689505361393e-05	0.00513048956427035
GmISU01.12G010600.v2.1	1.93065348509047	4.70325166994735	25.4341074813973	9.60863191861619e-05	0.00513659041841312
GmISU01.19G133400.v2.1	2.19456356535276	4.45596220961046	25.4306254818735	9.61561764416489e-05	0.00513659041841312
GmISU01.14G070000.v2.1	2.54917831679994	4.60009557051868	25.4021354153631	9.67298933019373e-05	0.00513659041841312
GmISU01.11G008700.v2.1	-1.20589657142764	7.44836148603121	25.097296348214	0.000103114127950673	0.00544282058613879
GmISU01.04G155300.v2.1	1.91527228917512	5.02948538029189	24.9805045560279	0.000105683829943418	0.00554525571994779
GmISU01.16G015900.v2.1	1.05075606463558	6.98454913722382	24.876592098344	0.000108030460020921	0.00559608110287545
GmISU01.19G170800.v2.1	4.3155939083225	3.63649456123727	24.8712348700802	0.000108153010806373	0.00559608110287545
GmISU01.17G154200.v2.1	-1.4359656806238	6.05576670733153	24.8466183110708	0.000108718135694776	0.00559608110287545
GmISU01.02G028500.v2.1	1.5407061891572	5.24513845029998	24.8260945518905	0.00010919182639757	0.00559608110287545
GmISU01.20G063700.v2.1	2.21136840196569	4.46881535076296	24.7394565617579	0.000111217034850565	0.00565018063116404
GmISU01.15G136900.v2.1	1.74061793622769	5.45652705882217	24.7262518913713	0.000111529373774537	0.00565018063116404
GmISU01.02G033900.v2.1	-1.27379762548125	5.88253750287527	24.6923827956372	0.000112334996047017	0.00565847422945401
GmISU01.11G030500.v2.1	1.83475653701943	5.46538200105819	24.6212085309044	0.000114049265094051	0.00571218336252306
GmISU01.08G210000.v2.1	2.1094291029243	4.67086346903153	24.3566499273171	0.000120682653536652	0.00601026887528578
GmISU01.11G030400.v2.1	-3.65144699356718	3.55479763072242	24.2887068639996	0.000122455100261731	0.00605885174866093
GmISU01.08G160700.v2.1	1.59121109089969	6.74700908102717	24.2638760209819	0.000123110116414644	0.00605885174866093
GmISU01.06G218100.v2.1	2.6426782102542	4.55667936434779	24.2408820966351	0.000123720171838794	0.00605885174866093
GmISU01.18G104600.v2.1	2.3173997016625	4.31141225597649	24.1313928117324	0.00012667180766606	0.0061691269866095
GmISU01.13G246100.v2.1	-1.38022492995805	5.29492136801612	23.8963515480089	0.000133277850340834	0.0064298771241115
GmISU01.17G130000.v2.1	1.18557348031268	6.38824064495296	23.8892040448615	0.000133484686751265	0.0064298771241115
GmISU01.05G034200.v2.1	-1.36430768746273	5.83921797997339	23.7480481706112	0.000137643946995053	0.00659419235196407
GmISU01.01G109300.v2.1	2.48119531175808	3.98614065067668	23.7156988290251	0.000138617432228987	0.00660493332485685
GmISU01.07G141200.v2.1	2.13707767095962	5.73023632097448	23.6522856890182	0.00014054813876332	0.00666092388816487
GmISU01.15G025000.v2.1	2.84274157023089	5.82133246325097	23.6237905327042	0.000141425494390188	0.00666666167406154
GmISU01.16G032300.v2.1	2.56619479600004	4.7190002355191	23.5250381251829	0.000144513778035684	0.00677600507119445
GmISU01.09G156050.v2.1	-3.8300378546941	3.65626752917391	23.4614659821371	0.000146541749246411	0.00683473819897946
GmISU01.12G077700.v2.1	-1.37366169779976	5.89295478161545	23.3317950273288	0.000150777725251573	0.00698699470790236
GmISU01.13G186900.v2.1	-1.34942413640912	5.64810831201045	23.3113316656413	0.000151458633350378	0.00698699470790236
GmISU01.02G124100.v2.1	1.73430600923295	5.2107524541298	23.2896416055742	0.00015218411615624	0.00698699470790236
GmISU01.01G052700.v2.1	-1.43774459838175	8.30243757935361	23.1635319111938	0.000156479968636042	0.00713461674322986
GmISU01.16G147900.v2.1	-1.8226914328062	4.80488393958228	23.1252122033221	0.000157812047333424	0.00713461674322986
GmISU01.20G106800.v2.1	3.5258206453794	3.65410643002512	23.1247670355751	0.000157827596702192	0.00713461674322986
GmISU01.05G012800.v2.1	-4.28058151083909	2.94180657223596	22.9656936052272	0.000163495226385267	0.00735311439074555
GmISU01.08G011100.v2.1	1.78661870320677	5.05017446588751	22.929772834425	0.000164806329940819	0.00737445582958537
GmISU01.06G074800.v2.1	-4.42185785035133	3.02039338821086	22.8470166714642	0.000167871911158579	0.00747369139829735
GmISU01.13G046300.v2.1	1.8240042014484	4.70375842948691	22.7987995708721	0.0001696874206334	0.00751349687492156
GmISU01.11G123800.v2.1	-1.42228575599021	5.28619920680675	22.77346267773	0.000170650220758661	0.00751349687492156
GmISU01.11G070900.v2.1	2.51082298390483	4.58299137236532	22.7558507858594	0.000171323071112789	0.00751349687492156
GmISU01.20G099300.v2.1	-3.76973333374393	3.3590548814238	22.6694608790828	0.000174666810486993	0.00760799512636105
GmISU01.17G143600.v2.1	-2.22087998359128	5.51450097393953	22.6557551822262	0.000175203971713136	0.00760799512636105
GmISU01.05G170900.v2.1	-1.28008079778668	5.60372032588919	22.588390140871	0.000177871184138058	0.00768150874248888
GmISU01.07G097200.v2.1	7.88834250670664	5.06605971326633	25.1870631672119	0.000178639738197416	0.00768150874248888
GmISU01.17G136400.v2.1	-1.06121145358936	9.32042330521104	22.3672582070243	0.000186951008399209	0.00798420129647726
GmISU01.07G059300.v2.1	2.76243732866195	4.51568909027643	22.3428666726883	0.000187983895677899	0.00798420129647726
GmISU01.07G068600.v2.1	1.84093116792597	4.98147572184717	22.3331683391684	0.000188396355038828	0.00798420129647726
GmISU01.11G011300.v2.1	-1.80632810079154	5.64738992743444	22.2290221603796	0.000192889964476494	0.00811795720863999
GmISU01.08G296900.v2.1	2.13895309994773	4.78402786055842	22.2175024222608	0.000193394329417402	0.00811795720863999
GmISU01.18G167700.v2.1	1.7343802917892	5.29953251523257	22.1879088681081	0.000194696790830234	0.0081338967353958
GmISU01.19G137800.v2.1	-1.98728024829127	4.39470600147676	22.1483215977491	0.000196454461397887	0.00816861357180366
GmISU01.15G085700.v2.1	-1.48633011510847	6.56132970506822	21.9766876305608	0.000204283099875354	0.00845425129296358
GmISU01.13G102300.v2.1	-1.374002625632	6.12143411159548	21.8882488607746	0.000208452815853881	0.00858650267173812
GmISU01.07G011500.v2.1	-2.03685514174057	4.56612433654284	21.8609304136743	0.000209760010638493	0.00860016043617823
GmISU01.08G220000.v2.1	-2.51355222102452	3.58433572545017	21.8166744242611	0.000211897178679273	0.00862512773500478
GmISU01.19G166300.v2.1	1.41264609521294	7.94255956857022	21.8005553508239	0.00021268162881831	0.00862512773500478
GmISU01.13G260100.v2.1	-1.39327789779966	8.49778493378095	21.7878068058041	0.000213304350111292	0.00862512773500478
GmISU01.05G183100.v2.1	1.03756203086596	7.40063091188307	21.6763287026248	0.000218837414169088	0.00880845573470551
GmISU01.10G035700.v2.1	1.01133959346664	8.06517510413369	21.6089339107787	0.00022226025505308	0.00890556431042228
GmISU01.18G032200.v2.1	-1.10377400421862	7.16376629851312	21.5424017699947	0.000225698138443422	0.00900239407411204
GmISU01.03G108300.v2.1	-3.03698198890416	3.81042090054278	21.4731486021913	0.000229339949736898	0.00910644890509349
GmISU01.02G118600.v2.1	-1.20250315097728	6.42840932023103	21.3897321352904	0.000233814140372564	0.00924247375508588
GmISU01.17G019700.v2.1	1.48545876245538	5.33347945630208	21.1774146502534	0.000245649352128968	0.00966695999561096
GmISU01.02G074900.v2.1	2.11138507955956	4.58943694633762	21.0636694760935	0.00025226459191406	0.00987956041814573
GmISU01.10G020600.v2.1	1.18968477508393	6.52998623348146	21.0462811837883	0.00025329332439035	0.00987956041814573
GmISU01.11G076800.v2.1	1.6120517834401	5.53659015036967	21.0247150460668	0.000254575755100791	0.00988583824323115
GmISU01.01G136500.v2.1	-2.04248346021637	4.39374676175119	20.992864985132	0.000256483028418662	0.00989919658025976
GmISU01.17G057300.v2.1	-1.10868426841004	6.80391964483038	20.9815285267628	0.000257165742130401	0.00989919658025976
GmISU01.13G071200.v2.1	-1.21951012767395	5.28271570759849	20.9226503153387	0.0002607444221529	0.00999331339686007
GmISU01.18G017900.v2.1	-1.14495069415434	5.81055088787486	20.8292344922086	0.000266537252243508	0.010171107699249
GmISU01.08G299900.v2.1	1.97507964227171	4.66312092730506	20.7203951496272	0.000273468904072396	0.0103786021459513
